Municipio código	Municipio nombre	Situación preferente	Personas residentes viviendas familiares
50251	Tarazona	Pensionistas de jubilación	1804
50251	Tarazona	Realizando tareas de voluntariado	4
50251	Tarazona	Dependientes	9
50251	Tarazona	Realizando o compartiendo las labores del hogar	1005
50251	Tarazona	Otra situación	242
50252	Tauste	Estudiantes	1324
50252	Tauste	Ocupados	2984
50252	Tauste	Parados buscando el primer empleo	100
50252	Tauste	Parados que han trabajado antes	132
50252	Tauste	Pensionistas de invalidez	124
50252	Tauste	Pensionistas de viudedad u orfandad	279
50252	Tauste	Pensionistas de jubilación	806
50252	Tauste	Realizando tareas de voluntariado	3
50252	Tauste	Dependientes	23
50252	Tauste	Realizando o compartiendo las labores del hogar	1010
50252	Tauste	Otra situación	143
50253	Terrer	Estudiantes	60
50253	Terrer	Ocupados	210
50253	Terrer	Parados buscando el primer empleo	3
50253	Terrer	Parados que han trabajado antes	10
50253	Terrer	Pensionistas de invalidez	15
50253	Terrer	Pensionistas de viudedad u orfandad	54
50253	Terrer	Pensionistas de jubilación	135
50253	Terrer	Dependientes	15
50253	Terrer	Realizando o compartiendo las labores del hogar	91
50253	Terrer	Otra situación	8
50254	Tierga	Estudiantes	25
50254	Tierga	Ocupados	93
50254	Tierga	Parados buscando el primer empleo	1
50254	Tierga	Parados que han trabajado antes	6
50254	Tierga	Pensionistas de invalidez	3
50254	Tierga	Pensionistas de viudedad u orfandad	6
50254	Tierga	Pensionistas de jubilación	54
50254	Tierga	Realizando o compartiendo las labores del hogar	44
50254	Tierga	Otra situación	12
50255	Tobed	Estudiantes	12
50255	Tobed	Ocupados	73
50255	Tobed	Parados buscando el primer empleo	1
50255	Tobed	Parados que han trabajado antes	2
50255	Tobed	Pensionistas de invalidez	7
50255	Tobed	Pensionistas de viudedad u orfandad	13
50255	Tobed	Pensionistas de jubilación	83
50255	Tobed	Realizando o compartiendo las labores del hogar	57
50255	Tobed	Otra situación	3
50256	Torralba de los Frailes	Estudiantes	11
50256	Torralba de los Frailes	Ocupados	31
50256	Torralba de los Frailes	Parados buscando el primer empleo	1
50256	Torralba de los Frailes	Parados que han trabajado antes	2
50256	Torralba de los Frailes	Pensionistas de viudedad u orfandad	7
50256	Torralba de los Frailes	Pensionistas de jubilación	18
50256	Torralba de los Frailes	Realizando o compartiendo las labores del hogar	25
50256	Torralba de los Frailes	Otra situación	1
50257	Torralba de Ribota	Estudiantes	14
50257	Torralba de Ribota	Ocupados	49
50257	Torralba de Ribota	Parados buscando el primer empleo	1
50257	Torralba de Ribota	Parados que han trabajado antes	11
50257	Torralba de Ribota	Pensionistas de invalidez	5
50257	Torralba de Ribota	Pensionistas de viudedad u orfandad	20
50257	Torralba de Ribota	Pensionistas de jubilación	48
50257	Torralba de Ribota	Dependientes	2
50257	Torralba de Ribota	Realizando o compartiendo las labores del hogar	40
50258	Torralbilla	Estudiantes	3
50258	Torralbilla	Ocupados	27
50258	Torralbilla	Pensionistas de invalidez	4
50258	Torralbilla	Pensionistas de viudedad u orfandad	11
50258	Torralbilla	Pensionistas de jubilación	18
50258	Torralbilla	Realizando o compartiendo las labores del hogar	14
50258	Torralbilla	Otra situación	1
50259	Torrehermosa	Estudiantes	17
50259	Torrehermosa	Ocupados	32
50259	Torrehermosa	Parados que han trabajado antes	2
50259	Torrehermosa	Pensionistas de viudedad u orfandad	6
50259	Torrehermosa	Pensionistas de jubilación	27
50259	Torrehermosa	Realizando o compartiendo las labores del hogar	29
50260	Torrelapaja	Ocupados	17
50260	Torrelapaja	Parados que han trabajado antes	1
50260	Torrelapaja	Pensionistas de viudedad u orfandad	6
50260	Torrelapaja	Pensionistas de jubilación	8
50260	Torrelapaja	Realizando o compartiendo las labores del hogar	10
50261	Torrellas	Estudiantes	19
50261	Torrellas	Ocupados	105
50261	Torrellas	Parados buscando el primer empleo	1
50261	Torrellas	Parados que han trabajado antes	10
50261	Torrellas	Pensionistas de invalidez	10
50261	Torrellas	Pensionistas de viudedad u orfandad	32
50261	Torrellas	Pensionistas de jubilación	93
50261	Torrellas	Realizando o compartiendo las labores del hogar	43
50262	Torres de Berrellén	Estudiantes	227
50262	Torres de Berrellén	Ocupados	561
50262	Torres de Berrellén	Parados buscando el primer empleo	11
50262	Torres de Berrellén	Parados que han trabajado antes	64
50262	Torres de Berrellén	Pensionistas de invalidez	35
50262	Torres de Berrellén	Pensionistas de viudedad u orfandad	84
50262	Torres de Berrellén	Pensionistas de jubilación	159
50262	Torres de Berrellén	Dependientes	4
50262	Torres de Berrellén	Realizando o compartiendo las labores del hogar	212
50262	Torres de Berrellén	Otra situación	17
50263	Torrijo de la Cañada	Estudiantes	23
50263	Torrijo de la Cañada	Ocupados	89
50263	Torrijo de la Cañada	Parados buscando el primer empleo	2
50263	Torrijo de la Cañada	Parados que han trabajado antes	8
50263	Torrijo de la Cañada	Pensionistas de invalidez	13
50263	Torrijo de la Cañada	Pensionistas de viudedad u orfandad	46
50263	Torrijo de la Cañada	Pensionistas de jubilación	97
50263	Torrijo de la Cañada	Realizando o compartiendo las labores del hogar	62
50263	Torrijo de la Cañada	Otra situación	3
50264	Tosos	Estudiantes	11
50264	Tosos	Ocupados	50
50264	Tosos	Parados que han trabajado antes	1
50264	Tosos	Pensionistas de invalidez	4
50264	Tosos	Pensionistas de viudedad u orfandad	14
50264	Tosos	Pensionistas de jubilación	56
50264	Tosos	Realizando o compartiendo las labores del hogar	55
50264	Tosos	Otra situación	1
50265	Trasmoz	Estudiantes	3
50265	Trasmoz	Ocupados	19
50265	Trasmoz	Parados que han trabajado antes	2
50265	Trasmoz	Pensionistas de invalidez	3
50265	Trasmoz	Pensionistas de viudedad u orfandad	5
50265	Trasmoz	Pensionistas de jubilación	20
50265	Trasmoz	Realizando o compartiendo las labores del hogar	9
50266	Trasobares	Estudiantes	18
50266	Trasobares	Ocupados	62
50266	Trasobares	Parados que han trabajado antes	8
50266	Trasobares	Pensionistas de invalidez	3
50266	Trasobares	Pensionistas de viudedad u orfandad	18
50266	Trasobares	Pensionistas de jubilación	53
50266	Trasobares	Realizando o compartiendo las labores del hogar	43
50266	Trasobares	Otra situación	7
50267	Uncastillo	Estudiantes	117
50267	Uncastillo	Ocupados	322
50267	Uncastillo	Parados buscando el primer empleo	3
50267	Uncastillo	Parados que han trabajado antes	17
50267	Uncastillo	Pensionistas de invalidez	20
50267	Uncastillo	Pensionistas de viudedad u orfandad	53
50267	Uncastillo	Pensionistas de jubilación	168
50267	Uncastillo	Realizando tareas de voluntariado	1
50267	Uncastillo	Dependientes	3
50267	Uncastillo	Realizando o compartiendo las labores del hogar	136
50267	Uncastillo	Otra situación	18
50268	Undués de Lerda	Estudiantes	1
50268	Undués de Lerda	Ocupados	15
50268	Undués de Lerda	Pensionistas de viudedad u orfandad	1
50268	Undués de Lerda	Pensionistas de jubilación	20
50268	Undués de Lerda	Realizando o compartiendo las labores del hogar	11
50269	Urrea de Jalón	Estudiantes	33
50269	Urrea de Jalón	Ocupados	120
50269	Urrea de Jalón	Parados que han trabajado antes	10
50269	Urrea de Jalón	Pensionistas de invalidez	11
50269	Urrea de Jalón	Pensionistas de viudedad u orfandad	18
50269	Urrea de Jalón	Pensionistas de jubilación	66
50269	Urrea de Jalón	Realizando o compartiendo las labores del hogar	61
50269	Urrea de Jalón	Otra situación	6
50270	Urriés	Estudiantes	5
50270	Urriés	Ocupados	18
50270	Urriés	Parados buscando el primer empleo	2
50270	Urriés	Pensionistas de invalidez	1
50270	Urriés	Pensionistas de jubilación	29
50270	Urriés	Realizando tareas de voluntariado	1
50270	Urriés	Dependientes	1
50270	Urriés	Realizando o compartiendo las labores del hogar	15
50270	Urriés	Otra situación	3
50271	Used	Estudiantes	41
50271	Used	Ocupados	123
50271	Used	Parados buscando el primer empleo	1
50271	Used	Parados que han trabajado antes	7
50271	Used	Pensionistas de invalidez	12
50271	Used	Pensionistas de viudedad u orfandad	21
50271	Used	Pensionistas de jubilación	84
50271	Used	Dependientes	1
50271	Used	Realizando o compartiendo las labores del hogar	66
50271	Used	Otra situación	8
50272	Utebo	Estudiantes	2576
50272	Utebo	Ocupados	5643
50272	Utebo	Parados buscando el primer empleo	88
50272	Utebo	Parados que han trabajado antes	477
50272	Utebo	Pensionistas de invalidez	171
50272	Utebo	Pensionistas de viudedad u orfandad	300
50272	Utebo	Pensionistas de jubilación	697
50272	Utebo	Realizando tareas de voluntariado	7
50272	Utebo	Dependientes	27
50272	Utebo	Realizando o compartiendo las labores del hogar	1493
50272	Utebo	Otra situación	406
50273	Valdehorna	Estudiantes	1
50273	Valdehorna	Ocupados	18
50273	Valdehorna	Parados que han trabajado antes	1
50273	Valdehorna	Pensionistas de invalidez	1
50273	Valdehorna	Pensionistas de viudedad u orfandad	3
50273	Valdehorna	Pensionistas de jubilación	19
50273	Valdehorna	Realizando o compartiendo las labores del hogar	18
50274	Val de San Martín	Estudiantes	5
50274	Val de San Martín	Ocupados	30
50274	Val de San Martín	Parados buscando el primer empleo	1
50274	Val de San Martín	Parados que han trabajado antes	1
50274	Val de San Martín	Pensionistas de invalidez	5
50274	Val de San Martín	Pensionistas de viudedad u orfandad	1
50274	Val de San Martín	Pensionistas de jubilación	21
50274	Val de San Martín	Realizando o compartiendo las labores del hogar	19
50274	Val de San Martín	Otra situación	1
50275	Valmadrid	Estudiantes	5
50275	Valmadrid	Ocupados	30
50275	Valmadrid	Parados que han trabajado antes	2
50275	Valmadrid	Pensionistas de invalidez	1
50275	Valmadrid	Pensionistas de viudedad u orfandad	9
50275	Valmadrid	Pensionistas de jubilación	16
50275	Valmadrid	Realizando o compartiendo las labores del hogar	10
50275	Valmadrid	Otra situación	1
50276	Valpalmas	Estudiantes	18
50276	Valpalmas	Ocupados	65
50276	Valpalmas	Parados que han trabajado antes	4
50276	Valpalmas	Pensionistas de invalidez	2
50276	Valpalmas	Pensionistas de viudedad u orfandad	7
50276	Valpalmas	Pensionistas de jubilación	41
50276	Valpalmas	Realizando o compartiendo las labores del hogar	34
50276	Valpalmas	Otra situación	5
50277	Valtorres	Estudiantes	4
50277	Valtorres	Ocupados	22
50277	Valtorres	Parados buscando el primer empleo	1
50277	Valtorres	Pensionistas de invalidez	1
50277	Valtorres	Pensionistas de viudedad u orfandad	12
50277	Valtorres	Pensionistas de jubilación	27
50277	Valtorres	Realizando o compartiendo las labores del hogar	20
50277	Valtorres	Otra situación	1
50278	Velilla de Ebro	Estudiantes	32
50278	Velilla de Ebro	Ocupados	90
50278	Velilla de Ebro	Parados buscando el primer empleo	3
50278	Velilla de Ebro	Parados que han trabajado antes	1
50278	Velilla de Ebro	Pensionistas de invalidez	9
50278	Velilla de Ebro	Pensionistas de viudedad u orfandad	26
50278	Velilla de Ebro	Pensionistas de jubilación	42
50278	Velilla de Ebro	Realizando o compartiendo las labores del hogar	55
50278	Velilla de Ebro	Otra situación	3
50279	Velilla de Jiloca	Estudiantes	11
50279	Velilla de Jiloca	Ocupados	30
50279	Velilla de Jiloca	Parados buscando el primer empleo	1
50279	Velilla de Jiloca	Parados que han trabajado antes	4
50279	Velilla de Jiloca	Pensionistas de invalidez	3
50279	Velilla de Jiloca	Pensionistas de viudedad u orfandad	12
50279	Velilla de Jiloca	Pensionistas de jubilación	47
50279	Velilla de Jiloca	Realizando o compartiendo las labores del hogar	10
50280	Vera de Moncayo	Estudiantes	63
50280	Vera de Moncayo	Ocupados	165
50280	Vera de Moncayo	Parados buscando el primer empleo	3
50280	Vera de Moncayo	Parados que han trabajado antes	12
50280	Vera de Moncayo	Pensionistas de invalidez	10
50280	Vera de Moncayo	Pensionistas de viudedad u orfandad	29
50280	Vera de Moncayo	Pensionistas de jubilación	115
50280	Vera de Moncayo	Dependientes	1
50280	Vera de Moncayo	Realizando o compartiendo las labores del hogar	37
50280	Vera de Moncayo	Otra situación	3
50281	Vierlas	Estudiantes	13
50281	Vierlas	Ocupados	32
50281	Vierlas	Parados que han trabajado antes	1
50281	Vierlas	Pensionistas de invalidez	6
50281	Vierlas	Pensionistas de viudedad u orfandad	8
50281	Vierlas	Pensionistas de jubilación	23
50281	Vierlas	Realizando o compartiendo las labores del hogar	19
50281	Vierlas	Otra situación	1
50282	Vilueña (La)	Estudiantes	2
50282	Vilueña (La)	Ocupados	24
50282	Vilueña (La)	Parados buscando el primer empleo	1
50282	Vilueña (La)	Parados que han trabajado antes	2
50282	Vilueña (La)	Pensionistas de invalidez	2
50282	Vilueña (La)	Pensionistas de viudedad u orfandad	9
50282	Vilueña (La)	Pensionistas de jubilación	29
50282	Vilueña (La)	Realizando o compartiendo las labores del hogar	22
50282	Vilueña (La)	Otra situación	1
50283	Villadoz	Estudiantes	5
50283	Villadoz	Ocupados	35
50283	Villadoz	Parados que han trabajado antes	2
50283	Villadoz	Pensionistas de invalidez	1
50283	Villadoz	Pensionistas de viudedad u orfandad	3
50283	Villadoz	Pensionistas de jubilación	20
50283	Villadoz	Realizando o compartiendo las labores del hogar	18
50283	Villadoz	Otra situación	1
50284	Villafeliche	Estudiantes	12
50284	Villafeliche	Ocupados	65
50284	Villafeliche	Parados buscando el primer empleo	5
50284	Villafeliche	Parados que han trabajado antes	4
50284	Villafeliche	Pensionistas de invalidez	15
50284	Villafeliche	Pensionistas de viudedad u orfandad	26
50284	Villafeliche	Pensionistas de jubilación	66
50284	Villafeliche	Realizando tareas de voluntariado	1
50284	Villafeliche	Realizando o compartiendo las labores del hogar	43
50284	Villafeliche	Otra situación	4
50285	Villafranca de Ebro	Estudiantes	97
50285	Villafranca de Ebro	Ocupados	281
50285	Villafranca de Ebro	Parados buscando el primer empleo	1
50285	Villafranca de Ebro	Parados que han trabajado antes	22
50285	Villafranca de Ebro	Pensionistas de invalidez	14
50285	Villafranca de Ebro	Pensionistas de viudedad u orfandad	44
50285	Villafranca de Ebro	Pensionistas de jubilación	98
50285	Villafranca de Ebro	Dependientes	2
50285	Villafranca de Ebro	Realizando o compartiendo las labores del hogar	88
50285	Villafranca de Ebro	Otra situación	30
50286	Villalba de Perejil	Estudiantes	16
50286	Villalba de Perejil	Ocupados	40
50286	Villalba de Perejil	Parados que han trabajado antes	3
50286	Villalba de Perejil	Pensionistas de invalidez	1
50286	Villalba de Perejil	Pensionistas de viudedad u orfandad	12
50286	Villalba de Perejil	Pensionistas de jubilación	21
50286	Villalba de Perejil	Realizando o compartiendo las labores del hogar	20
50286	Villalba de Perejil	Otra situación	2
50287	Villalengua	Estudiantes	48
50287	Villalengua	Ocupados	149
50287	Villalengua	Parados buscando el primer empleo	3
50287	Villalengua	Parados que han trabajado antes	5
50287	Villalengua	Pensionistas de invalidez	5
50287	Villalengua	Pensionistas de viudedad u orfandad	34
50287	Villalengua	Pensionistas de jubilación	85
50287	Villalengua	Dependientes	2
50287	Villalengua	Realizando o compartiendo las labores del hogar	70
50287	Villalengua	Otra situación	13
50288	Villanueva de Gállego	Estudiantes	640
50288	Villanueva de Gállego	Ocupados	1588
50288	Villanueva de Gállego	Parados buscando el primer empleo	17
50288	Villanueva de Gállego	Parados que han trabajado antes	124
50288	Villanueva de Gállego	Pensionistas de invalidez	52
50288	Villanueva de Gállego	Pensionistas de viudedad u orfandad	151
50288	Villanueva de Gállego	Pensionistas de jubilación	306
50288	Villanueva de Gállego	Realizando tareas de voluntariado	1
50288	Villanueva de Gállego	Dependientes	6
50288	Villanueva de Gállego	Realizando o compartiendo las labores del hogar	385
50288	Villanueva de Gállego	Otra situación	125
50289	Villanueva de Jiloca	Estudiantes	9
50289	Villanueva de Jiloca	Ocupados	24
50289	Villanueva de Jiloca	Parados que han trabajado antes	1
50289	Villanueva de Jiloca	Pensionistas de invalidez	2
50289	Villanueva de Jiloca	Pensionistas de viudedad u orfandad	5
50289	Villanueva de Jiloca	Pensionistas de jubilación	31
50289	Villanueva de Jiloca	Dependientes	1
50289	Villanueva de Jiloca	Realizando o compartiendo las labores del hogar	18
50290	Villanueva de Huerva	Estudiantes	52
50290	Villanueva de Huerva	Ocupados	167
50290	Villanueva de Huerva	Parados buscando el primer empleo	2
50290	Villanueva de Huerva	Parados que han trabajado antes	18
50290	Villanueva de Huerva	Pensionistas de invalidez	19
50290	Villanueva de Huerva	Pensionistas de viudedad u orfandad	46
50290	Villanueva de Huerva	Pensionistas de jubilación	136
50290	Villanueva de Huerva	Dependientes	1
50290	Villanueva de Huerva	Realizando o compartiendo las labores del hogar	139
