Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
Noviembre 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	4
Octubre 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1584
Octubre 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	33
Octubre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	49
Octubre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	401
Octubre 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2908
Octubre 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	72
Octubre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	77
Octubre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	192
Octubre 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1143
Octubre 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34
Octubre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	57
Octubre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	179
Octubre 2006	44	Teruel	No consta	No consta	No consta	No consta	Hombres	1
Octubre 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2091
Octubre 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	33
Octubre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	74
Octubre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Octubre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	161
Octubre 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8598
Octubre 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	108
Octubre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	280
Octubre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1259
Octubre 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3
Octubre 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	15268
Octubre 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	155
Octubre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	234
Octubre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Octubre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	953
Octubre 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	3
Septiembre 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1576
Septiembre 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	37
Septiembre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	45
Septiembre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	335
Septiembre 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2841
Septiembre 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	58
Septiembre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	65
Septiembre 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	167
Septiembre 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1148
Septiembre 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	25
Septiembre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	57
Septiembre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	172
Septiembre 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2012
Septiembre 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	31
Septiembre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	69
Septiembre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Septiembre 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	128
Septiembre 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8649
Septiembre 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	123
Septiembre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	280
Septiembre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1067
Septiembre 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3
Septiembre 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	14976
Septiembre 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	144
Septiembre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	218
Septiembre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
Septiembre 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	836
Septiembre 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	4
Agosto 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1526
Agosto 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	36
Agosto 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	38
Agosto 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	271
Agosto 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2678
Agosto 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	42
Agosto 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	50
Agosto 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	138
Agosto 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1139
Agosto 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	26
Agosto 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	57
Agosto 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	162
Agosto 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1860
Agosto 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	23
Agosto 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	51
Agosto 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	118
Agosto 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8779
Agosto 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	118
Agosto 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	290
Agosto 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1116
Agosto 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3
Agosto 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	15247
Agosto 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	145
Agosto 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	220
Agosto 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	776
Agosto 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	3
Julio 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1471
Julio 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	26
Julio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34
Julio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	249
Julio 2006	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Julio 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2592
Julio 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	44
Julio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	47
Julio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	157
Julio 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1075
Julio 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	25
Julio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	58
Julio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	163
Julio 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1831
Julio 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	21
Julio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	41
Julio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	103
Julio 2006	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Julio 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8456
Julio 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	124
Julio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	259
Julio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1048
Julio 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	5
Julio 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	15026
Julio 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	134
Julio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	207
Julio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	832
Julio 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	3
Junio 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1544
Junio 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	32
Junio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20
Junio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	245
Junio 2006	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Junio 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2831
Junio 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	50
Junio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	40
Junio 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	161
Junio 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1118
Junio 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	28
Junio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	47
Junio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	126
Junio 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1968
Junio 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	20
Junio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	52
Junio 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	114
Junio 2006	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Junio 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8385
Junio 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	121
Junio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	231
Junio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1012
Junio 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	5
Junio 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	15073
Junio 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	116
Junio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	221
Junio 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	847
Junio 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	4
Mayo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1682
Mayo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	29
Mayo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	24
Mayo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	238
Mayo 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3074
Mayo 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	53
Mayo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	38
Mayo 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	193
Mayo 2006	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1
Mayo 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1250
Mayo 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	30
Mayo 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	48
Mayo 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	146
Mayo 2006	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2217
Mayo 2006	44	Teruel	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19
Mayo 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	53
Mayo 2006	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	131
Mayo 2006	44	Teruel	No consta	No consta	No consta	No consta	Mujeres	1
Mayo 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	9293
Mayo 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	126
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	224
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1123
Mayo 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	4
Mayo 2006	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	16313
Mayo 2006	50	Zaragoza	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	130
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	243
Mayo 2006	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1003
Mayo 2006	50	Zaragoza	No consta	No consta	No consta	No consta	Mujeres	4
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1733
Abril 2006	22	Huesca	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	34
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	35
Abril 2006	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	320
Abril 2006	22	Huesca	No consta	No consta	No consta	No consta	Hombres	1
Abril 2006	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3130
