Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados
200608	Agosto 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	180
200608	Agosto 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	385
200608	Agosto 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1549
200608	Agosto 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200608	Agosto 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19785
200608	Agosto 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	214
200608	Agosto 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	321
200608	Agosto 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1028
200608	Agosto 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200607	Julio 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11002
200607	Julio 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	175
200607	Julio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	351
200607	Julio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1460
200607	Julio 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	6
200607	Julio 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19449
200607	Julio 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	201
200607	Julio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	295
200607	Julio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1090
200607	Julio 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200606	Junio 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11047
200606	Junio 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	181
200606	Junio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	298
200606	Junio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1383
200606	Junio 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	6
200606	Junio 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19872
200606	Junio 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	189
200606	Junio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	313
200606	Junio 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1119
200606	Junio 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	5
200605	Mayo 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12225
200605	Mayo 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	185
200605	Mayo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	296
200605	Mayo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200605	Mayo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1507
200605	Mayo 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200605	Mayo 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21604
200605	Mayo 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	206
200605	Mayo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	334
200605	Mayo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1323
200605	Mayo 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	6
200604	Abril 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12929
200604	Abril 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	189
200604	Abril 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	351
200604	Abril 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2068
200604	Abril 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	5
200604	Abril 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22067
200604	Abril 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	198
200604	Abril 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	400
200604	Abril 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1543
200604	Abril 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200603	Marzo 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13441
200603	Marzo 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	202
200603	Marzo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	364
200603	Marzo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200603	Marzo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2498
200603	Marzo 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	6
200603	Marzo 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22908
200603	Marzo 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	212
200603	Marzo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	479
200603	Marzo 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1760
200603	Marzo 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200602	Febrero 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13428
200602	Febrero 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	228
200602	Febrero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	443
200602	Febrero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200602	Febrero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2720
200602	Febrero 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	7
200602	Febrero 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22952
200602	Febrero 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	232
200602	Febrero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	492
200602	Febrero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1786
200602	Febrero 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	4
200601	Enero 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	14014
200601	Enero 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	235
200601	Enero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	443
200601	Enero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2693
200601	Enero 2006	Aragón	No consta	No consta	No consta	No consta	Hombres	9
200601	Enero 2006	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	23242
200601	Enero 2006	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	253
200601	Enero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	475
200601	Enero 2006	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1797
200601	Enero 2006	Aragón	No consta	No consta	No consta	No consta	Mujeres	5
200512	Diciembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13903
200512	Diciembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	221
200512	Diciembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	429
200512	Diciembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2601
200512	Diciembre 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	5
200512	Diciembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22072
200512	Diciembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	234
200512	Diciembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	449
200512	Diciembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1592
200512	Diciembre 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200511	Noviembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13280
200511	Noviembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	191
200511	Noviembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	376
200511	Noviembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2328
200511	Noviembre 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	6
200511	Noviembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	22752
200511	Noviembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	234
200511	Noviembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	447
200511	Noviembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1657
200511	Noviembre 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200510	Octubre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	13571
200510	Octubre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	196
200510	Octubre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	346
200510	Octubre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	2214
200510	Octubre 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	4
200510	Octubre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	23070
200510	Octubre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	222
200510	Octubre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	372
200510	Octubre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200510	Octubre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1464
200510	Octubre 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200509	Septiembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12974
200509	Septiembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	172
200509	Septiembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	307
200509	Septiembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1848
200509	Septiembre 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	5
200509	Septiembre 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21820
200509	Septiembre 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	220
200509	Septiembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	315
200509	Septiembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200509	Septiembre 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1304
200509	Septiembre 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	3
200508	Agosto 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12946
200508	Agosto 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	173
200508	Agosto 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	283
200508	Agosto 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1672
200508	Agosto 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	3
200508	Agosto 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	21579
200508	Agosto 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	212
200508	Agosto 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	232
200508	Agosto 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200508	Agosto 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1119
200508	Agosto 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	2
200507	Julio 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	12034
200507	Julio 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	167
200507	Julio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	236
200507	Julio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1489
200507	Julio 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	11
200507	Julio 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20774
200507	Julio 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	194
200507	Julio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	222
200507	Julio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1094
200507	Julio 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	21
200506	Junio 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	11324
200506	Junio 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	146
200506	Junio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	163
200506	Junio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1217
200506	Junio 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	538
200506	Junio 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	20329
200506	Junio 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	160
200506	Junio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	200
200506	Junio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Mujeres	1
200506	Junio 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1094
200506	Junio 2005	Aragón	No consta	No consta	No consta	No consta	Mujeres	569
200505	Mayo 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Hombres	10463
200505	Mayo 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	136
200505	Mayo 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	158
200505	Mayo 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1
200505	Mayo 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	1117
200505	Mayo 2005	Aragón	No consta	No consta	No consta	No consta	Hombres	2271
200505	Mayo 2005	Aragón	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	19141
200505	Mayo 2005	Aragón	Extranjeros comunitarios (UE-25)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	148
200505	Mayo 2005	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	169
