Mes y año	Mes (código)	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	CCAA nombre
Octubre 2006	200610	Mujeres	Primera etapa de educación secundaria	20	9994	Aragón
Octubre 2006	200610	Hombres	Bachillerato	31	4214	Aragón
Octubre 2006	200610	Mujeres	Bachillerato	31	4337	Aragón
Octubre 2006	200610	Hombres	Enseñanza media de formación profesional	32	1361	Aragón
Octubre 2006	200610	Mujeres	Enseñanza media de formación profesional	32	1480	Aragón
Octubre 2006	200610	Hombres	Enseñanza superior de formación profesional	41	1015	Aragón
Octubre 2006	200610	Mujeres	Enseñanza superior de formación profesional	41	1187	Aragón
Octubre 2006	200610	Hombres	Enseñanza superior universitaria	42	2050	Aragón
Octubre 2006	200610	Mujeres	Enseñanza superior universitaria	42	3288	Aragón
Septiembre 2006	200609	Hombres	Educación Primaria o inferior	10	4531	Aragón
Septiembre 2006	200609	Mujeres	Educación Primaria o inferior	10	2564	Aragón
Septiembre 2006	200609	Hombres	Primera etapa de educación secundaria	20	12014	Aragón
Septiembre 2006	200609	Mujeres	Primera etapa de educación secundaria	20	9600	Aragón
Septiembre 2006	200609	Hombres	Bachillerato	31	3846	Aragón
Septiembre 2006	200609	Mujeres	Bachillerato	31	3696	Aragón
Septiembre 2006	200609	Hombres	Enseñanza media de formación profesional	32	1253	Aragón
Septiembre 2006	200609	Mujeres	Enseñanza media de formación profesional	32	1407	Aragón
Septiembre 2006	200609	Hombres	Enseñanza superior de formación profesional	41	819	Aragón
Septiembre 2006	200609	Mujeres	Enseñanza superior de formación profesional	41	998	Aragón
Septiembre 2006	200609	Hombres	Enseñanza superior universitaria	42	1627	Aragón
Septiembre 2006	200609	Mujeres	Enseñanza superior universitaria	42	2781	Aragón
Agosto 2006	200608	Hombres	Educación Primaria o inferior	10	4530	Aragón
Agosto 2006	200608	Mujeres	Educación Primaria o inferior	10	2362	Aragón
Agosto 2006	200608	Hombres	Primera etapa de educación secundaria	20	10370	Aragón
Agosto 2006	200608	Mujeres	Primera etapa de educación secundaria	20	7771	Aragón
Agosto 2006	200608	Hombres	Bachillerato	31	3372	Aragón
Agosto 2006	200608	Mujeres	Bachillerato	31	2768	Aragón
Agosto 2006	200608	Hombres	Enseñanza media de formación profesional	32	1039	Aragón
Agosto 2006	200608	Mujeres	Enseñanza media de formación profesional	32	1017	Aragón
Agosto 2006	200608	Hombres	Enseñanza superior de formación profesional	41	691	Aragón
Agosto 2006	200608	Mujeres	Enseñanza superior de formación profesional	41	651	Aragón
Agosto 2006	200608	Hombres	Enseñanza superior universitaria	42	1009	Aragón
Agosto 2006	200608	Mujeres	Enseñanza superior universitaria	42	1442	Aragón
Julio 2006	200607	Hombres	Educación Primaria o inferior	10	4912	Aragón
Julio 2006	200607	Mujeres	Educación Primaria o inferior	10	2656	Aragón
Julio 2006	200607	Hombres	Primera etapa de educación secundaria	20	12952	Aragón
Julio 2006	200607	Mujeres	Primera etapa de educación secundaria	20	9922	Aragón
Julio 2006	200607	Hombres	Bachillerato	31	4542	Aragón
Julio 2006	200607	Mujeres	Bachillerato	31	4165	Aragón
Julio 2006	200607	Hombres	Enseñanza media de formación profesional	32	1571	Aragón
Julio 2006	200607	Mujeres	Enseñanza media de formación profesional	32	1348	Aragón
Julio 2006	200607	Hombres	Enseñanza superior de formación profesional	41	1055	Aragón
Julio 2006	200607	Mujeres	Enseñanza superior de formación profesional	41	927	Aragón
Julio 2006	200607	Hombres	Enseñanza superior universitaria	42	1566	Aragón
Julio 2006	200607	Mujeres	Enseñanza superior universitaria	42	2496	Aragón
Junio 2006	200606	Hombres	Educación Primaria o inferior	10	5245	Aragón
Junio 2006	200606	Mujeres	Educación Primaria o inferior	10	2823	Aragón
Junio 2006	200606	Hombres	Primera etapa de educación secundaria	20	13348	Aragón
Junio 2006	200606	Mujeres	Primera etapa de educación secundaria	20	9246	Aragón
Junio 2006	200606	Hombres	Bachillerato	31	4049	Aragón
Junio 2006	200606	Mujeres	Bachillerato	31	3765	Aragón
Junio 2006	200606	Hombres	Enseñanza media de formación profesional	32	1410	Aragón
Junio 2006	200606	Mujeres	Enseñanza media de formación profesional	32	1505	Aragón
Junio 2006	200606	Hombres	Enseñanza superior de formación profesional	41	970	Aragón
Junio 2006	200606	Mujeres	Enseñanza superior de formación profesional	41	906	Aragón
Junio 2006	200606	Hombres	Enseñanza superior universitaria	42	1388	Aragón
Junio 2006	200606	Mujeres	Enseñanza superior universitaria	42	2247	Aragón
Mayo 2006	200605	Hombres	Educación Primaria o inferior	10	6646	Aragón
Mayo 2006	200605	Mujeres	Educación Primaria o inferior	10	3099	Aragón
Mayo 2006	200605	Hombres	Primera etapa de educación secundaria	20	13534	Aragón
Mayo 2006	200605	Mujeres	Primera etapa de educación secundaria	20	9136	Aragón
Mayo 2006	200605	Hombres	Bachillerato	31	3539	Aragón
Mayo 2006	200605	Mujeres	Bachillerato	31	3340	Aragón
Mayo 2006	200605	Hombres	Enseñanza media de formación profesional	32	1295	Aragón
Mayo 2006	200605	Mujeres	Enseñanza media de formación profesional	32	1283	Aragón
Mayo 2006	200605	Hombres	Enseñanza superior de formación profesional	41	839	Aragón
Mayo 2006	200605	Mujeres	Enseñanza superior de formación profesional	41	808	Aragón
Mayo 2006	200605	Hombres	Enseñanza superior universitaria	42	1391	Aragón
Mayo 2006	200605	Mujeres	Enseñanza superior universitaria	42	2092	Aragón
Abril 2006	200604	Hombres	Educación Primaria o inferior	10	3813	Aragón
Abril 2006	200604	Mujeres	Educación Primaria o inferior	10	1720	Aragón
Abril 2006	200604	Hombres	Primera etapa de educación secundaria	20	8637	Aragón
Abril 2006	200604	Mujeres	Primera etapa de educación secundaria	20	6550	Aragón
Abril 2006	200604	Hombres	Bachillerato	31	2582	Aragón
Abril 2006	200604	Mujeres	Bachillerato	31	2698	Aragón
Abril 2006	200604	Hombres	Enseñanza media de formación profesional	32	997	Aragón
Abril 2006	200604	Mujeres	Enseñanza media de formación profesional	32	1108	Aragón
Abril 2006	200604	Hombres	Enseñanza superior de formación profesional	41	633	Aragón
Abril 2006	200604	Mujeres	Enseñanza superior de formación profesional	41	708	Aragón
Abril 2006	200604	Hombres	Enseñanza superior universitaria	42	1176	Aragón
Abril 2006	200604	Mujeres	Enseñanza superior universitaria	42	1703	Aragón
Marzo 2006	200603	Hombres	Educación Primaria o inferior	10	4025	Aragón
Marzo 2006	200603	Mujeres	Educación Primaria o inferior	10	2014	Aragón
Marzo 2006	200603	Hombres	Primera etapa de educación secundaria	20	10465	Aragón
Marzo 2006	200603	Mujeres	Primera etapa de educación secundaria	20	7394	Aragón
Marzo 2006	200603	Hombres	Bachillerato	31	3273	Aragón
Marzo 2006	200603	Mujeres	Bachillerato	31	2902	Aragón
Marzo 2006	200603	Hombres	Enseñanza media de formación profesional	32	1248	Aragón
Marzo 2006	200603	Mujeres	Enseñanza media de formación profesional	32	1212	Aragón
Marzo 2006	200603	Hombres	Enseñanza superior de formación profesional	41	806	Aragón
Marzo 2006	200603	Mujeres	Enseñanza superior de formación profesional	41	900	Aragón
Marzo 2006	200603	Hombres	Enseñanza superior universitaria	42	1512	Aragón
Marzo 2006	200603	Mujeres	Enseñanza superior universitaria	42	2164	Aragón
Febrero 2006	200602	Hombres	Educación Primaria o inferior	10	3985	Aragón
Febrero 2006	200602	Mujeres	Educación Primaria o inferior	10	1949	Aragón
Febrero 2006	200602	Hombres	Primera etapa de educación secundaria	20	9659	Aragón
Febrero 2006	200602	Mujeres	Primera etapa de educación secundaria	20	6829	Aragón
Febrero 2006	200602	Hombres	Bachillerato	31	2820	Aragón
Febrero 2006	200602	Mujeres	Bachillerato	31	2742	Aragón
Febrero 2006	200602	Hombres	Enseñanza media de formación profesional	32	1137	Aragón
Febrero 2006	200602	Mujeres	Enseñanza media de formación profesional	32	1096	Aragón
Febrero 2006	200602	Hombres	Enseñanza superior de formación profesional	41	807	Aragón
Febrero 2006	200602	Mujeres	Enseñanza superior de formación profesional	41	881	Aragón
Febrero 2006	200602	Hombres	Enseñanza superior universitaria	42	1329	Aragón
Febrero 2006	200602	Mujeres	Enseñanza superior universitaria	42	2045	Aragón
Enero 2006	200601	Hombres	Educación Primaria o inferior	10	3533	Aragón
Enero 2006	200601	Mujeres	Educación Primaria o inferior	10	1865	Aragón
Enero 2006	200601	Hombres	Primera etapa de educación secundaria	20	10041	Aragón
Enero 2006	200601	Mujeres	Primera etapa de educación secundaria	20	7036	Aragón
Enero 2006	200601	Hombres	Bachillerato	31	2887	Aragón
Enero 2006	200601	Mujeres	Bachillerato	31	2559	Aragón
Enero 2006	200601	Hombres	Enseñanza media de formación profesional	32	1171	Aragón
Enero 2006	200601	Mujeres	Enseñanza media de formación profesional	32	1202	Aragón
Enero 2006	200601	Hombres	Enseñanza superior de formación profesional	41	851	Aragón
Enero 2006	200601	Mujeres	Enseñanza superior de formación profesional	41	868	Aragón
Enero 2006	200601	Hombres	Enseñanza superior universitaria	42	1424	Aragón
Enero 2006	200601	Mujeres	Enseñanza superior universitaria	42	2296	Aragón
Diciembre 2005	200512	Hombres	Educación Primaria o inferior	10	2959	Aragón
Diciembre 2005	200512	Mujeres	Educación Primaria o inferior	10	2045	Aragón
Diciembre 2005	200512	Hombres	Primera etapa de educación secundaria	20	7562	Aragón
Diciembre 2005	200512	Mujeres	Primera etapa de educación secundaria	20	6718	Aragón
Diciembre 2005	200512	Hombres	Bachillerato	31	2485	Aragón
Diciembre 2005	200512	Mujeres	Bachillerato	31	2822	Aragón
Diciembre 2005	200512	Hombres	Enseñanza media de formación profesional	32	855	Aragón
Diciembre 2005	200512	Mujeres	Enseñanza media de formación profesional	32	1013	Aragón
Diciembre 2005	200512	Hombres	Enseñanza superior de formación profesional	41	687	Aragón
Diciembre 2005	200512	Mujeres	Enseñanza superior de formación profesional	41	759	Aragón
Diciembre 2005	200512	Hombres	Enseñanza superior universitaria	42	1124	Aragón
Diciembre 2005	200512	Mujeres	Enseñanza superior universitaria	42	1801	Aragón
Noviembre 2005	200511	Hombres	Educación Primaria o inferior	10	3432	Aragón
Noviembre 2005	200511	Mujeres	Educación Primaria o inferior	10	1935	Aragón
Noviembre 2005	200511	Hombres	Primera etapa de educación secundaria	20	10104	Aragón
Noviembre 2005	200511	Mujeres	Primera etapa de educación secundaria	20	7684	Aragón
Noviembre 2005	200511	Hombres	Bachillerato	31	3076	Aragón
Noviembre 2005	200511	Mujeres	Bachillerato	31	2909	Aragón
Noviembre 2005	200511	Hombres	Enseñanza media de formación profesional	32	1061	Aragón
Noviembre 2005	200511	Mujeres	Enseñanza media de formación profesional	32	1250	Aragón
Noviembre 2005	200511	Hombres	Enseñanza superior de formación profesional	41	863	Aragón
Noviembre 2005	200511	Mujeres	Enseñanza superior de formación profesional	41	973	Aragón
Noviembre 2005	200511	Hombres	Enseñanza superior universitaria	42	1578	Aragón
Noviembre 2005	200511	Mujeres	Enseñanza superior universitaria	42	2242	Aragón
Octubre 2005	200510	Hombres	Educación Primaria o inferior	10	3304	Aragón
Octubre 2005	200510	Mujeres	Educación Primaria o inferior	10	1964	Aragón
Octubre 2005	200510	Hombres	Primera etapa de educación secundaria	20	10062	Aragón
Octubre 2005	200510	Mujeres	Primera etapa de educación secundaria	20	8536	Aragón
Octubre 2005	200510	Hombres	Bachillerato	31	3266	Aragón
Octubre 2005	200510	Mujeres	Bachillerato	31	3379	Aragón
Octubre 2005	200510	Hombres	Enseñanza media de formación profesional	32	1075	Aragón
Octubre 2005	200510	Mujeres	Enseñanza media de formación profesional	32	1197	Aragón
Octubre 2005	200510	Hombres	Enseñanza superior de formación profesional	41	876	Aragón
Octubre 2005	200510	Mujeres	Enseñanza superior de formación profesional	41	999	Aragón
Octubre 2005	200510	Hombres	Enseñanza superior universitaria	42	1682	Aragón
Octubre 2005	200510	Mujeres	Enseñanza superior universitaria	42	2772	Aragón
Septiembre 2005	200509	Hombres	Educación Primaria o inferior	10	4509	Aragón
Septiembre 2005	200509	Mujeres	Educación Primaria o inferior	10	2390	Aragón
Septiembre 2005	200509	Hombres	Primera etapa de educación secundaria	20	11885	Aragón
Septiembre 2005	200509	Mujeres	Primera etapa de educación secundaria	20	9412	Aragón
Septiembre 2005	200509	Hombres	Bachillerato	31	3272	Aragón
Septiembre 2005	200509	Mujeres	Bachillerato	31	3097	Aragón
Septiembre 2005	200509	Hombres	Enseñanza media de formación profesional	32	1157	Aragón
Septiembre 2005	200509	Mujeres	Enseñanza media de formación profesional	32	1326	Aragón
Septiembre 2005	200509	Hombres	Enseñanza superior de formación profesional	41	929	Aragón
Septiembre 2005	200509	Mujeres	Enseñanza superior de formación profesional	41	1171	Aragón
Septiembre 2005	200509	Hombres	Enseñanza superior universitaria	42	1905	Aragón
Septiembre 2005	200509	Mujeres	Enseñanza superior universitaria	42	3064	Aragón
Agosto 2005	200508	Hombres	Educación Primaria o inferior	10	4426	Aragón
Agosto 2005	200508	Mujeres	Educación Primaria o inferior	10	2143	Aragón
Agosto 2005	200508	Hombres	Primera etapa de educación secundaria	20	9957	Aragón
Agosto 2005	200508	Mujeres	Primera etapa de educación secundaria	20	7345	Aragón
Agosto 2005	200508	Hombres	Bachillerato	31	2925	Aragón
Agosto 2005	200508	Mujeres	Bachillerato	31	2273	Aragón
Agosto 2005	200508	Hombres	Enseñanza media de formación profesional	32	962	Aragón
Agosto 2005	200508	Mujeres	Enseñanza media de formación profesional	32	891	Aragón
Agosto 2005	200508	Hombres	Enseñanza superior de formación profesional	41	706	Aragón
Agosto 2005	200508	Mujeres	Enseñanza superior de formación profesional	41	774	Aragón
Agosto 2005	200508	Hombres	Enseñanza superior universitaria	42	986	Aragón
Agosto 2005	200508	Mujeres	Enseñanza superior universitaria	42	1418	Aragón
Julio 2005	200507	Hombres	Educación Primaria o inferior	10	4637	Aragón
Julio 2005	200507	Mujeres	Educación Primaria o inferior	10	2341	Aragón
Julio 2005	200507	Hombres	Primera etapa de educación secundaria	20	11927	Aragón
Julio 2005	200507	Mujeres	Primera etapa de educación secundaria	20	9009	Aragón
Julio 2005	200507	Hombres	Bachillerato	31	3990	Aragón
Julio 2005	200507	Mujeres	Bachillerato	31	3554	Aragón
Julio 2005	200507	Hombres	Enseñanza media de formación profesional	32	1285	Aragón
Julio 2005	200507	Mujeres	Enseñanza media de formación profesional	32	1271	Aragón
Julio 2005	200507	Hombres	Enseñanza superior de formación profesional	41	1028	Aragón
Julio 2005	200507	Mujeres	Enseñanza superior de formación profesional	41	1033	Aragón
Julio 2005	200507	Hombres	Enseñanza superior universitaria	42	1476	Aragón
Julio 2005	200507	Mujeres	Enseñanza superior universitaria	42	2328	Aragón
Junio 2005	200506	Hombres	Educación Primaria o inferior	10	5504	Aragón
Junio 2005	200506	Mujeres	Educación Primaria o inferior	10	2591	Aragón
Junio 2005	200506	Hombres	Primera etapa de educación secundaria	20	13677	Aragón
Junio 2005	200506	Mujeres	Primera etapa de educación secundaria	20	9113	Aragón
Junio 2005	200506	Hombres	Bachillerato	31	3496	Aragón
Junio 2005	200506	Mujeres	Bachillerato	31	3413	Aragón
Junio 2005	200506	Hombres	Enseñanza media de formación profesional	32	1269	Aragón
Junio 2005	200506	Mujeres	Enseñanza media de formación profesional	32	1255	Aragón
Junio 2005	200506	Hombres	Enseñanza superior de formación profesional	41	996	Aragón
Junio 2005	200506	Mujeres	Enseñanza superior de formación profesional	41	1043	Aragón
Junio 2005	200506	Hombres	Enseñanza superior universitaria	42	1356	Aragón
Junio 2005	200506	Mujeres	Enseñanza superior universitaria	42	2088	Aragón
Mayo 2005	200505	Hombres	Educación Primaria o inferior	10	5352	Aragón
Mayo 2005	200505	Mujeres	Educación Primaria o inferior	10	2317	Aragón
Mayo 2005	200505	Hombres	Primera etapa de educación secundaria	20	12132	Aragón
Mayo 2005	200505	Mujeres	Primera etapa de educación secundaria	20	8244	Aragón
Mayo 2005	200505	Hombres	Bachillerato	31	3033	Aragón
Mayo 2005	200505	Mujeres	Bachillerato	31	2745	Aragón
Mayo 2005	200505	Hombres	Enseñanza media de formación profesional	32	1042	Aragón
Mayo 2005	200505	Mujeres	Enseñanza media de formación profesional	32	1147	Aragón
Mayo 2005	200505	Hombres	Enseñanza superior de formación profesional	41	913	Aragón
Mayo 2005	200505	Mujeres	Enseñanza superior de formación profesional	41	907	Aragón
Mayo 2005	200505	Hombres	Enseñanza superior universitaria	42	1381	Aragón
Mayo 2005	200505	Mujeres	Enseñanza superior universitaria	42	2132	Aragón
