Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
50128	Isuerre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
50128	Isuerre	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
50129	Jaraba	2	Empresario o profesional que no emplea personal	Hombres	8
50129	Jaraba	2	Empresario o profesional que no emplea personal	Mujeres	9
50129	Jaraba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	48
50129	Jaraba	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	23
50129	Jaraba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	24
50129	Jaraba	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	19
50130	Jarque	1	Empresario o profesional que emplea personal	Hombres	13
50130	Jarque	1	Empresario o profesional que emplea personal	Mujeres	1
50130	Jarque	2	Empresario o profesional que no emplea personal	Hombres	25
50130	Jarque	2	Empresario o profesional que no emplea personal	Mujeres	6
50130	Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	27
50130	Jarque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	18
50130	Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	70
50130	Jarque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	26
50131	Jaulín	1	Empresario o profesional que emplea personal	Hombres	3
50131	Jaulín	1	Empresario o profesional que emplea personal	Mujeres	1
50131	Jaulín	2	Empresario o profesional que no emplea personal	Hombres	30
50131	Jaulín	2	Empresario o profesional que no emplea personal	Mujeres	9
50131	Jaulín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	35
50131	Jaulín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	18
50131	Jaulín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
50131	Jaulín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
50132	Joyosa (La)	1	Empresario o profesional que emplea personal	Hombres	9
50132	Joyosa (La)	1	Empresario o profesional que emplea personal	Mujeres	1
50132	Joyosa (La)	2	Empresario o profesional que no emplea personal	Hombres	23
50132	Joyosa (La)	2	Empresario o profesional que no emplea personal	Mujeres	8
50132	Joyosa (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	78
50132	Joyosa (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	34
50132	Joyosa (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	15
50132	Joyosa (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
50133	Lagata	1	Empresario o profesional que emplea personal	Hombres	3
50133	Lagata	2	Empresario o profesional que no emplea personal	Hombres	7
50133	Lagata	2	Empresario o profesional que no emplea personal	Mujeres	1
50133	Lagata	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	17
50133	Lagata	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
50133	Lagata	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
50133	Lagata	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
50134	Langa del Castillo	1	Empresario o profesional que emplea personal	Hombres	2
50134	Langa del Castillo	2	Empresario o profesional que no emplea personal	Hombres	18
50134	Langa del Castillo	2	Empresario o profesional que no emplea personal	Mujeres	4
50134	Langa del Castillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	9
50134	Langa del Castillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
50134	Langa del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
50134	Langa del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
50135	Layana	1	Empresario o profesional que emplea personal	Hombres	5
50135	Layana	1	Empresario o profesional que emplea personal	Mujeres	3
50135	Layana	2	Empresario o profesional que no emplea personal	Hombres	15
50135	Layana	2	Empresario o profesional que no emplea personal	Mujeres	3
50135	Layana	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	9
50135	Layana	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	8
50135	Layana	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
50135	Layana	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
50135	Layana	6	Otra situación (Miembro de cooperativas)	Mujeres	2
50136	Lécera	1	Empresario o profesional que emplea personal	Hombres	18
50136	Lécera	1	Empresario o profesional que emplea personal	Mujeres	5
50136	Lécera	2	Empresario o profesional que no emplea personal	Hombres	70
50136	Lécera	2	Empresario o profesional que no emplea personal	Mujeres	17
50136	Lécera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	72
50136	Lécera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	54
50136	Lécera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	21
50136	Lécera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
50137	Leciñena	1	Empresario o profesional que emplea personal	Hombres	42
50137	Leciñena	1	Empresario o profesional que emplea personal	Mujeres	3
50137	Leciñena	2	Empresario o profesional que no emplea personal	Hombres	104
50137	Leciñena	2	Empresario o profesional que no emplea personal	Mujeres	30
50137	Leciñena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	164
50137	Leciñena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	85
50137	Leciñena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	35
50137	Leciñena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	34
50138	Lechón	1	Empresario o profesional que emplea personal	Hombres	1
50138	Lechón	2	Empresario o profesional que no emplea personal	Hombres	9
50138	Lechón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
50138	Lechón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
50138	Lechón	5	Otra situación (Ayuda familiar)	Hombres	1
50139	Letux	1	Empresario o profesional que emplea personal	Hombres	20
50139	Letux	1	Empresario o profesional que emplea personal	Mujeres	4
50139	Letux	2	Empresario o profesional que no emplea personal	Hombres	14
50139	Letux	2	Empresario o profesional que no emplea personal	Mujeres	4
50139	Letux	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	71
50139	Letux	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	18
50139	Letux	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
50140	Litago	1	Empresario o profesional que emplea personal	Hombres	1
50140	Litago	2	Empresario o profesional que no emplea personal	Hombres	9
50140	Litago	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	22
50140	Litago	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	11
50140	Litago	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
50140	Litago	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50141	Lituénigo	1	Empresario o profesional que emplea personal	Hombres	2
50141	Lituénigo	2	Empresario o profesional que no emplea personal	Hombres	3
50141	Lituénigo	2	Empresario o profesional que no emplea personal	Mujeres	2
50141	Lituénigo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	17
50141	Lituénigo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
50141	Lituénigo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2
50141	Lituénigo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
50142	Lobera de Onsella	1	Empresario o profesional que emplea personal	Hombres	1
50142	Lobera de Onsella	2	Empresario o profesional que no emplea personal	Hombres	3
50142	Lobera de Onsella	2	Empresario o profesional que no emplea personal	Mujeres	1
50142	Lobera de Onsella	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
50143	Longares	1	Empresario o profesional que emplea personal	Hombres	29
50143	Longares	1	Empresario o profesional que emplea personal	Mujeres	3
50143	Longares	2	Empresario o profesional que no emplea personal	Hombres	63
50143	Longares	2	Empresario o profesional que no emplea personal	Mujeres	7
50143	Longares	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	64
50143	Longares	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	33
50143	Longares	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	86
50143	Longares	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	43
50143	Longares	5	Otra situación (Ayuda familiar)	Hombres	3
50143	Longares	6	Otra situación (Miembro de cooperativas)	Hombres	1
50143	Longares	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50144	Longás	1	Empresario o profesional que emplea personal	Hombres	1
50144	Longás	2	Empresario o profesional que no emplea personal	Hombres	5
50144	Longás	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
50144	Longás	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
50144	Longás	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
50144	Longás	5	Otra situación (Ayuda familiar)	Hombres	1
50146	Lucena de Jalón	1	Empresario o profesional que emplea personal	Hombres	4
50146	Lucena de Jalón	2	Empresario o profesional que no emplea personal	Hombres	14
50146	Lucena de Jalón	2	Empresario o profesional que no emplea personal	Mujeres	3
50146	Lucena de Jalón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	27
50146	Lucena de Jalón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	17
50146	Lucena de Jalón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
50146	Lucena de Jalón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
50146	Lucena de Jalón	6	Otra situación (Miembro de cooperativas)	Hombres	1
50147	Luceni	1	Empresario o profesional que emplea personal	Hombres	25
50147	Luceni	1	Empresario o profesional que emplea personal	Mujeres	13
50147	Luceni	2	Empresario o profesional que no emplea personal	Hombres	33
50147	Luceni	2	Empresario o profesional que no emplea personal	Mujeres	14
50147	Luceni	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	147
50147	Luceni	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	51
50147	Luceni	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	46
50147	Luceni	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	42
50148	Luesia	1	Empresario o profesional que emplea personal	Hombres	4
50148	Luesia	1	Empresario o profesional que emplea personal	Mujeres	2
50148	Luesia	2	Empresario o profesional que no emplea personal	Hombres	41
50148	Luesia	2	Empresario o profesional que no emplea personal	Mujeres	7
50148	Luesia	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	32
50148	Luesia	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	20
50148	Luesia	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	17
50148	Luesia	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
50149	Luesma	1	Empresario o profesional que emplea personal	Hombres	2
50149	Luesma	2	Empresario o profesional que no emplea personal	Hombres	3
50149	Luesma	2	Empresario o profesional que no emplea personal	Mujeres	4
50149	Luesma	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
50149	Luesma	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	3
50149	Luesma	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
50149	Luesma	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
50150	Lumpiaque	1	Empresario o profesional que emplea personal	Hombres	6
50150	Lumpiaque	2	Empresario o profesional que no emplea personal	Hombres	77
50150	Lumpiaque	2	Empresario o profesional que no emplea personal	Mujeres	17
50150	Lumpiaque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	98
50150	Lumpiaque	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	30
50150	Lumpiaque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	36
50150	Lumpiaque	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
50151	Luna	1	Empresario o profesional que emplea personal	Hombres	13
50151	Luna	1	Empresario o profesional que emplea personal	Mujeres	3
50151	Luna	2	Empresario o profesional que no emplea personal	Hombres	69
50151	Luna	2	Empresario o profesional que no emplea personal	Mujeres	19
50151	Luna	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	97
50151	Luna	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	36
50151	Luna	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	35
50151	Luna	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	30
50151	Luna	5	Otra situación (Ayuda familiar)	Mujeres	1
50151	Luna	6	Otra situación (Miembro de cooperativas)	Hombres	6
50151	Luna	6	Otra situación (Miembro de cooperativas)	Mujeres	11
50152	Maella	1	Empresario o profesional que emplea personal	Hombres	64
50152	Maella	1	Empresario o profesional que emplea personal	Mujeres	21
50152	Maella	2	Empresario o profesional que no emplea personal	Hombres	236
50152	Maella	2	Empresario o profesional que no emplea personal	Mujeres	52
50152	Maella	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	150
50152	Maella	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	106
50152	Maella	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	91
50152	Maella	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	78
50152	Maella	5	Otra situación (Ayuda familiar)	Hombres	3
50152	Maella	5	Otra situación (Ayuda familiar)	Mujeres	2
50152	Maella	6	Otra situación (Miembro de cooperativas)	Mujeres	1
50153	Magallón	1	Empresario o profesional que emplea personal	Hombres	5
50153	Magallón	1	Empresario o profesional que emplea personal	Mujeres	6
50153	Magallón	2	Empresario o profesional que no emplea personal	Hombres	81
50153	Magallón	2	Empresario o profesional que no emplea personal	Mujeres	26
50153	Magallón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	168
50153	Magallón	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	60
50153	Magallón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	55
50153	Magallón	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	39
50154	Mainar	1	Empresario o profesional que emplea personal	Hombres	5
50154	Mainar	1	Empresario o profesional que emplea personal	Mujeres	2
50154	Mainar	2	Empresario o profesional que no emplea personal	Hombres	22
50154	Mainar	2	Empresario o profesional que no emplea personal	Mujeres	2
50154	Mainar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	17
50154	Mainar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	6
50154	Mainar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
50154	Mainar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
50155	Malanquilla	1	Empresario o profesional que emplea personal	Hombres	2
50155	Malanquilla	2	Empresario o profesional que no emplea personal	Hombres	15
50155	Malanquilla	2	Empresario o profesional que no emplea personal	Mujeres	5
50155	Malanquilla	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	25
