Mes y año	Provincia código	Provincia nombre	Edad (Grupos Quinquenales 2010)	Sexo	Afiliaciones en alta
Septiembre 2010	44	Teruel	60-64	Mujeres	594
Septiembre 2010	44	Teruel	65-69	Hombres	65
Septiembre 2010	44	Teruel	65-69	Mujeres	36
Septiembre 2010	44	Teruel	Más de 69	Hombres	16
Septiembre 2010	44	Teruel	Más de 69	Mujeres	17
Septiembre 2010	50	Zaragoza	16-19	Hombres	114
Septiembre 2010	50	Zaragoza	16-19	Mujeres	49
Septiembre 2010	50	Zaragoza	20-24	Hombres	930
Septiembre 2010	50	Zaragoza	20-24	Mujeres	483
Septiembre 2010	50	Zaragoza	25-29	Hombres	2476
Septiembre 2010	50	Zaragoza	25-29	Mujeres	1337
Septiembre 2010	50	Zaragoza	30-34	Hombres	4872
Septiembre 2010	50	Zaragoza	30-34	Mujeres	2364
Septiembre 2010	50	Zaragoza	35-39	Hombres	6523
Septiembre 2010	50	Zaragoza	35-39	Mujeres	3182
Septiembre 2010	50	Zaragoza	40-44	Hombres	6974
Septiembre 2010	50	Zaragoza	40-44	Mujeres	3407
Septiembre 2010	50	Zaragoza	45-49	Hombres	7128
Septiembre 2010	50	Zaragoza	45-49	Mujeres	3443
Septiembre 2010	50	Zaragoza	50-54	Hombres	6306
Septiembre 2010	50	Zaragoza	50-54	Mujeres	3228
Septiembre 2010	50	Zaragoza	55-59	Hombres	5329
Septiembre 2010	50	Zaragoza	55-59	Mujeres	2587
Septiembre 2010	50	Zaragoza	60-64	Hombres	4423
Septiembre 2010	50	Zaragoza	60-64	Mujeres	2209
Septiembre 2010	50	Zaragoza	65-69	Hombres	637
Septiembre 2010	50	Zaragoza	65-69	Mujeres	454
Septiembre 2010	50	Zaragoza	Más de 69	Hombres	167
Septiembre 2010	50	Zaragoza	Más de 69	Mujeres	165
Septiembre 2010	50	Zaragoza	Sin clasificar	Hombres	1
Septiembre 2010	50	Zaragoza	Sin clasificar	Mujeres	2
Septiembre 2010	99	No consta	25-29	Hombres	3
Septiembre 2010	99	No consta	25-29	Mujeres	1
Septiembre 2010	99	No consta	30-34	Hombres	6
Septiembre 2010	99	No consta	30-34	Mujeres	2
Septiembre 2010	99	No consta	35-39	Hombres	7
Septiembre 2010	99	No consta	35-39	Mujeres	2
Septiembre 2010	99	No consta	40-44	Hombres	15
Septiembre 2010	99	No consta	40-44	Mujeres	4
Septiembre 2010	99	No consta	45-49	Hombres	17
Septiembre 2010	99	No consta	45-49	Mujeres	4
Septiembre 2010	99	No consta	50-54	Hombres	10
Septiembre 2010	99	No consta	50-54	Mujeres	5
Septiembre 2010	99	No consta	55-59	Hombres	7
Septiembre 2010	99	No consta	55-59	Mujeres	2
Septiembre 2010	99	No consta	60-64	Hombres	7
Septiembre 2010	99	No consta	60-64	Mujeres	7
Septiembre 2010	99	No consta	65-69	Hombres	2
Septiembre 2010	99	No consta	65-69	Mujeres	2
Junio 2010	22	Huesca	16-19	Hombres	31
Junio 2010	22	Huesca	16-19	Mujeres	12
Junio 2010	22	Huesca	20-24	Hombres	366
Junio 2010	22	Huesca	20-24	Mujeres	145
Junio 2010	22	Huesca	25-29	Hombres	955
Junio 2010	22	Huesca	25-29	Mujeres	342
Junio 2010	22	Huesca	30-34	Hombres	1736
Junio 2010	22	Huesca	30-34	Mujeres	688
Junio 2010	22	Huesca	35-39	Hombres	2046
Junio 2010	22	Huesca	35-39	Mujeres	906
Junio 2010	22	Huesca	40-44	Hombres	2360
Junio 2010	22	Huesca	40-44	Mujeres	1044
Junio 2010	22	Huesca	45-49	Hombres	2446
Junio 2010	22	Huesca	45-49	Mujeres	1161
Junio 2010	22	Huesca	50-54	Hombres	2329
Junio 2010	22	Huesca	50-54	Mujeres	1062
Junio 2010	22	Huesca	55-59	Hombres	1948
Junio 2010	22	Huesca	55-59	Mujeres	963
Junio 2010	22	Huesca	60-64	Hombres	1766
Junio 2010	22	Huesca	60-64	Mujeres	762
Junio 2010	22	Huesca	65-69	Hombres	225
Junio 2010	22	Huesca	65-69	Mujeres	143
Junio 2010	22	Huesca	Más de 69	Hombres	71
Junio 2010	22	Huesca	Más de 69	Mujeres	47
Junio 2010	44	Teruel	16-19	Hombres	25
Junio 2010	44	Teruel	16-19	Mujeres	8
Junio 2010	44	Teruel	20-24	Hombres	218
Junio 2010	44	Teruel	20-24	Mujeres	68
Junio 2010	44	Teruel	25-29	Hombres	510
Junio 2010	44	Teruel	25-29	Mujeres	239
Junio 2010	44	Teruel	30-34	Hombres	919
Junio 2010	44	Teruel	30-34	Mujeres	382
Junio 2010	44	Teruel	35-39	Hombres	1169
Junio 2010	44	Teruel	35-39	Mujeres	528
Junio 2010	44	Teruel	40-44	Hombres	1429
Junio 2010	44	Teruel	40-44	Mujeres	686
Junio 2010	44	Teruel	45-49	Hombres	1584
Junio 2010	44	Teruel	45-49	Mujeres	748
Junio 2010	44	Teruel	50-54	Hombres	1458
Junio 2010	44	Teruel	50-54	Mujeres	758
Junio 2010	44	Teruel	55-59	Hombres	1179
Junio 2010	44	Teruel	55-59	Mujeres	711
Junio 2010	44	Teruel	60-64	Hombres	1007
Junio 2010	44	Teruel	60-64	Mujeres	584
Junio 2010	44	Teruel	65-69	Hombres	64
Junio 2010	44	Teruel	65-69	Mujeres	34
Junio 2010	44	Teruel	Más de 69	Hombres	15
Junio 2010	44	Teruel	Más de 69	Mujeres	17
Junio 2010	50	Zaragoza	16-19	Hombres	121
Junio 2010	50	Zaragoza	16-19	Mujeres	57
Junio 2010	50	Zaragoza	20-24	Hombres	973
Junio 2010	50	Zaragoza	20-24	Mujeres	510
Junio 2010	50	Zaragoza	25-29	Hombres	2596
Junio 2010	50	Zaragoza	25-29	Mujeres	1365
Junio 2010	50	Zaragoza	30-34	Hombres	4991
Junio 2010	50	Zaragoza	30-34	Mujeres	2367
Junio 2010	50	Zaragoza	35-39	Hombres	6663
Junio 2010	50	Zaragoza	35-39	Mujeres	3196
Junio 2010	50	Zaragoza	40-44	Hombres	7047
Junio 2010	50	Zaragoza	40-44	Mujeres	3436
Junio 2010	50	Zaragoza	45-49	Hombres	7138
Junio 2010	50	Zaragoza	45-49	Mujeres	3440
Junio 2010	50	Zaragoza	50-54	Hombres	6308
Junio 2010	50	Zaragoza	50-54	Mujeres	3226
Junio 2010	50	Zaragoza	55-59	Hombres	5314
Junio 2010	50	Zaragoza	55-59	Mujeres	2583
Junio 2010	50	Zaragoza	60-64	Hombres	4435
Junio 2010	50	Zaragoza	60-64	Mujeres	2219
Junio 2010	50	Zaragoza	65-69	Hombres	655
Junio 2010	50	Zaragoza	65-69	Mujeres	440
Junio 2010	50	Zaragoza	Más de 69	Hombres	158
Junio 2010	50	Zaragoza	Más de 69	Mujeres	170
Junio 2010	50	Zaragoza	Sin clasificar	Hombres	1
Junio 2010	50	Zaragoza	Sin clasificar	Mujeres	2
Junio 2010	99	No consta	20-24	Hombres	1
Junio 2010	99	No consta	25-29	Hombres	5
Junio 2010	99	No consta	25-29	Mujeres	1
Junio 2010	99	No consta	30-34	Hombres	6
Junio 2010	99	No consta	30-34	Mujeres	2
Junio 2010	99	No consta	35-39	Hombres	7
Junio 2010	99	No consta	35-39	Mujeres	3
Junio 2010	99	No consta	40-44	Hombres	16
Junio 2010	99	No consta	40-44	Mujeres	3
Junio 2010	99	No consta	45-49	Hombres	19
Junio 2010	99	No consta	45-49	Mujeres	4
Junio 2010	99	No consta	50-54	Hombres	11
Junio 2010	99	No consta	50-54	Mujeres	5
Junio 2010	99	No consta	55-59	Hombres	10
Junio 2010	99	No consta	55-59	Mujeres	3
Junio 2010	99	No consta	60-64	Hombres	6
Junio 2010	99	No consta	60-64	Mujeres	7
Junio 2010	99	No consta	65-69	Hombres	1
Junio 2010	99	No consta	65-69	Mujeres	1
Marzo 2010	22	Huesca	16-19	Hombres	36
Marzo 2010	22	Huesca	16-19	Mujeres	6
Marzo 2010	22	Huesca	20-24	Hombres	362
Marzo 2010	22	Huesca	20-24	Mujeres	122
Marzo 2010	22	Huesca	25-29	Hombres	980
Marzo 2010	22	Huesca	25-29	Mujeres	339
Marzo 2010	22	Huesca	30-34	Hombres	1741
Marzo 2010	22	Huesca	30-34	Mujeres	702
Marzo 2010	22	Huesca	35-39	Hombres	2045
Marzo 2010	22	Huesca	35-39	Mujeres	894
Marzo 2010	22	Huesca	40-44	Hombres	2364
Marzo 2010	22	Huesca	40-44	Mujeres	1066
Marzo 2010	22	Huesca	45-49	Hombres	2490
Marzo 2010	22	Huesca	45-49	Mujeres	1153
Marzo 2010	22	Huesca	50-54	Hombres	2309
Marzo 2010	22	Huesca	50-54	Mujeres	1077
Marzo 2010	22	Huesca	55-59	Hombres	1922
Marzo 2010	22	Huesca	55-59	Mujeres	952
Marzo 2010	22	Huesca	60-64	Hombres	1789
Marzo 2010	22	Huesca	60-64	Mujeres	765
Marzo 2010	22	Huesca	65-69	Hombres	224
Marzo 2010	22	Huesca	65-69	Mujeres	127
Marzo 2010	22	Huesca	Más de 69	Hombres	66
Marzo 2010	22	Huesca	Más de 69	Mujeres	46
Marzo 2010	44	Teruel	16-19	Hombres	27
Marzo 2010	44	Teruel	16-19	Mujeres	7
Marzo 2010	44	Teruel	20-24	Hombres	228
Marzo 2010	44	Teruel	20-24	Mujeres	69
Marzo 2010	44	Teruel	25-29	Hombres	536
Marzo 2010	44	Teruel	25-29	Mujeres	234
Marzo 2010	44	Teruel	30-34	Hombres	937
Marzo 2010	44	Teruel	30-34	Mujeres	384
Marzo 2010	44	Teruel	35-39	Hombres	1169
Marzo 2010	44	Teruel	35-39	Mujeres	529
Marzo 2010	44	Teruel	40-44	Hombres	1438
Marzo 2010	44	Teruel	40-44	Mujeres	683
Marzo 2010	44	Teruel	45-49	Hombres	1582
Marzo 2010	44	Teruel	45-49	Mujeres	752
Marzo 2010	44	Teruel	50-54	Hombres	1458
Marzo 2010	44	Teruel	50-54	Mujeres	758
Marzo 2010	44	Teruel	55-59	Hombres	1167
Marzo 2010	44	Teruel	55-59	Mujeres	709
Marzo 2010	44	Teruel	60-64	Hombres	1001
Marzo 2010	44	Teruel	60-64	Mujeres	590
Marzo 2010	44	Teruel	65-69	Hombres	66
Marzo 2010	44	Teruel	65-69	Mujeres	35
Marzo 2010	44	Teruel	Más de 69	Hombres	15
Marzo 2010	44	Teruel	Más de 69	Mujeres	17
Marzo 2010	50	Zaragoza	16-19	Hombres	112
Marzo 2010	50	Zaragoza	16-19	Mujeres	56
Marzo 2010	50	Zaragoza	20-24	Hombres	974
Marzo 2010	50	Zaragoza	20-24	Mujeres	449
Marzo 2010	50	Zaragoza	25-29	Hombres	2680
Marzo 2010	50	Zaragoza	25-29	Mujeres	1385
Marzo 2010	50	Zaragoza	30-34	Hombres	5032
Marzo 2010	50	Zaragoza	30-34	Mujeres	2400
Marzo 2010	50	Zaragoza	35-39	Hombres	6695
Marzo 2010	50	Zaragoza	35-39	Mujeres	3227
Marzo 2010	50	Zaragoza	40-44	Hombres	6986
Marzo 2010	50	Zaragoza	40-44	Mujeres	3412
Marzo 2010	50	Zaragoza	45-49	Hombres	7155
Marzo 2010	50	Zaragoza	45-49	Mujeres	3426
Marzo 2010	50	Zaragoza	50-54	Hombres	6241
Marzo 2010	50	Zaragoza	50-54	Mujeres	3206
Marzo 2010	50	Zaragoza	55-59	Hombres	5312
Marzo 2010	50	Zaragoza	55-59	Mujeres	2583
Marzo 2010	50	Zaragoza	60-64	Hombres	4494
Marzo 2010	50	Zaragoza	60-64	Mujeres	2207
Marzo 2010	50	Zaragoza	65-69	Hombres	644
Marzo 2010	50	Zaragoza	65-69	Mujeres	439
Marzo 2010	50	Zaragoza	Más de 69	Hombres	167
Marzo 2010	50	Zaragoza	Más de 69	Mujeres	164
Marzo 2010	50	Zaragoza	Sin clasificar	Hombres	1
Marzo 2010	50	Zaragoza	Sin clasificar	Mujeres	4
Marzo 2010	99	No consta	25-29	Hombres	4
Marzo 2010	99	No consta	25-29	Mujeres	3
Marzo 2010	99	No consta	30-34	Hombres	7
Marzo 2010	99	No consta	30-34	Mujeres	2
Marzo 2010	99	No consta	35-39	Hombres	4
Marzo 2010	99	No consta	35-39	Mujeres	4
Marzo 2010	99	No consta	40-44	Hombres	13
Marzo 2010	99	No consta	40-44	Mujeres	3
Marzo 2010	99	No consta	45-49	Hombres	20
Marzo 2010	99	No consta	45-49	Mujeres	4
Marzo 2010	99	No consta	50-54	Hombres	8
Marzo 2010	99	No consta	50-54	Mujeres	4
Marzo 2010	99	No consta	55-59	Hombres	8
Marzo 2010	99	No consta	55-59	Mujeres	3
Marzo 2010	99	No consta	60-64	Hombres	7
Marzo 2010	99	No consta	60-64	Mujeres	7
Marzo 2010	99	No consta	65-69	Mujeres	2
