Año	Sexo	Edad (grupos quinquenales)	Nº Accidentes	Comarca Código	Comarca Nombre
2005	Mujeres	25-29	20	13	Campo de Borja
2005	Mujeres	30-34	17	13	Campo de Borja
2005	Mujeres	35-39	10	13	Campo de Borja
2005	Mujeres	40-44	14	13	Campo de Borja
2005	Mujeres	45-49	13	13	Campo de Borja
2005	Mujeres	50-54	2	13	Campo de Borja
2005	Mujeres	55-59	1	13	Campo de Borja
2005	Mujeres	20-24	1	14	Aranda
2005	Mujeres	25-29	1	14	Aranda
2005	Mujeres	30-34	1	14	Aranda
2005	Mujeres	35-39	1	14	Aranda
2005	Mujeres	40-44	2	14	Aranda
2005	Mujeres	45-49	1	14	Aranda
2005	Mujeres	50-54	1	14	Aranda
2005	Mujeres	20-24	22	15	Ribera Alta del Ebro
2005	Mujeres	25-29	39	15	Ribera Alta del Ebro
2005	Mujeres	30-34	29	15	Ribera Alta del Ebro
2005	Mujeres	35-39	21	15	Ribera Alta del Ebro
2005	Mujeres	40-44	15	15	Ribera Alta del Ebro
2005	Mujeres	45-49	14	15	Ribera Alta del Ebro
2005	Mujeres	50-54	10	15	Ribera Alta del Ebro
2005	Mujeres	55-59	4	15	Ribera Alta del Ebro
2005	Mujeres	16-19	5	16	Valdejalón
2005	Mujeres	20-24	36	16	Valdejalón
2005	Mujeres	25-29	31	16	Valdejalón
2005	Mujeres	30-34	26	16	Valdejalón
2005	Mujeres	35-39	16	16	Valdejalón
2005	Mujeres	40-44	15	16	Valdejalón
2005	Mujeres	45-49	21	16	Valdejalón
2005	Mujeres	50-54	5	16	Valdejalón
2005	Mujeres	55-59	7	16	Valdejalón
2005	Mujeres	60-64	2	16	Valdejalón
2005	Mujeres	Más de 64	1	16	Valdejalón
2005	Mujeres	16-19	100	17	D.C. Zaragoza
2005	Mujeres	20-24	389	17	D.C. Zaragoza
2005	Mujeres	25-29	523	17	D.C. Zaragoza
2005	Mujeres	30-34	402	17	D.C. Zaragoza
2005	Mujeres	35-39	343	17	D.C. Zaragoza
2005	Mujeres	40-44	363	17	D.C. Zaragoza
2005	Mujeres	45-49	281	17	D.C. Zaragoza
2005	Mujeres	50-54	253	17	D.C. Zaragoza
2005	Mujeres	55-59	168	17	D.C. Zaragoza
2005	Mujeres	60-64	59	17	D.C. Zaragoza
2005	Mujeres	Más de 64	2	17	D.C. Zaragoza
2005	Mujeres	20-24	4	18	Ribera Baja del Ebro
2005	Mujeres	25-29	3	18	Ribera Baja del Ebro
2005	Mujeres	30-34	5	18	Ribera Baja del Ebro
2005	Mujeres	35-39	3	18	Ribera Baja del Ebro
2005	Mujeres	45-49	2	18	Ribera Baja del Ebro
2005	Mujeres	50-54	3	18	Ribera Baja del Ebro
2005	Mujeres	16-19	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	20-24	11	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	25-29	22	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	30-34	15	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	35-39	10	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	40-44	4	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	45-49	5	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	50-54	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	55-59	1	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2005	Mujeres	16-19	3	20	Comunidad de Calatayud
2005	Mujeres	20-24	15	20	Comunidad de Calatayud
2005	Mujeres	25-29	18	20	Comunidad de Calatayud
2005	Mujeres	30-34	8	20	Comunidad de Calatayud
2005	Mujeres	35-39	13	20	Comunidad de Calatayud
2005	Mujeres	40-44	10	20	Comunidad de Calatayud
2005	Mujeres	45-49	5	20	Comunidad de Calatayud
2005	Mujeres	50-54	7	20	Comunidad de Calatayud
2005	Mujeres	55-59	6	20	Comunidad de Calatayud
2005	Mujeres	60-64	4	20	Comunidad de Calatayud
2005	Mujeres	20-24	6	21	Campo de Cariñena
2005	Mujeres	25-29	12	21	Campo de Cariñena
2005	Mujeres	30-34	6	21	Campo de Cariñena
2005	Mujeres	35-39	3	21	Campo de Cariñena
2005	Mujeres	40-44	4	21	Campo de Cariñena
2005	Mujeres	45-49	2	21	Campo de Cariñena
2005	Mujeres	20-24	2	22	Campo de Belchite
2005	Mujeres	25-29	2	22	Campo de Belchite
2005	Mujeres	30-34	1	22	Campo de Belchite
2005	Mujeres	35-39	3	22	Campo de Belchite
2005	Mujeres	45-49	2	22	Campo de Belchite
2005	Mujeres	50-54	1	22	Campo de Belchite
2005	Mujeres	16-19	1	23	Bajo Martín
2005	Mujeres	20-24	4	23	Bajo Martín
2005	Mujeres	25-29	2	23	Bajo Martín
2005	Mujeres	30-34	3	23	Bajo Martín
2005	Mujeres	35-39	1	23	Bajo Martín
2005	Mujeres	40-44	1	23	Bajo Martín
2005	Mujeres	45-49	3	23	Bajo Martín
2005	Mujeres	50-54	2	23	Bajo Martín
2005	Mujeres	16-19	2	24	Campo de Daroca
2005	Mujeres	20-24	1	24	Campo de Daroca
2005	Mujeres	25-29	1	24	Campo de Daroca
2005	Mujeres	35-39	2	24	Campo de Daroca
2005	Mujeres	40-44	3	24	Campo de Daroca
2005	Mujeres	45-49	1	24	Campo de Daroca
2005	Mujeres	55-59	1	24	Campo de Daroca
2005	Mujeres	16-19	2	25	Jiloca
2005	Mujeres	20-24	2	25	Jiloca
2005	Mujeres	25-29	2	25	Jiloca
2005	Mujeres	30-34	6	25	Jiloca
2005	Mujeres	35-39	3	25	Jiloca
2005	Mujeres	40-44	6	25	Jiloca
2005	Mujeres	45-49	2	25	Jiloca
2005	Mujeres	50-54	4	25	Jiloca
2005	Mujeres	55-59	2	25	Jiloca
2005	Mujeres	60-64	1	25	Jiloca
2005	Mujeres	16-19	1	26	Cuencas Mineras
2005	Mujeres	20-24	6	26	Cuencas Mineras
2005	Mujeres	25-29	5	26	Cuencas Mineras
2005	Mujeres	30-34	5	26	Cuencas Mineras
2005	Mujeres	35-39	2	26	Cuencas Mineras
2005	Mujeres	40-44	2	26	Cuencas Mineras
2005	Mujeres	45-49	3	26	Cuencas Mineras
2005	Mujeres	50-54	1	26	Cuencas Mineras
2005	Mujeres	16-19	1	27	Andorra-Sierra de Arcos
2005	Mujeres	20-24	1	27	Andorra-Sierra de Arcos
2005	Mujeres	25-29	5	27	Andorra-Sierra de Arcos
2005	Mujeres	30-34	3	27	Andorra-Sierra de Arcos
2005	Mujeres	35-39	2	27	Andorra-Sierra de Arcos
2005	Mujeres	40-44	4	27	Andorra-Sierra de Arcos
2005	Mujeres	45-49	1	27	Andorra-Sierra de Arcos
2005	Mujeres	60-64	1	27	Andorra-Sierra de Arcos
2005	Mujeres	16-19	2	28	Bajo Aragón
2005	Mujeres	20-24	10	28	Bajo Aragón
2005	Mujeres	25-29	24	28	Bajo Aragón
2005	Mujeres	30-34	19	28	Bajo Aragón
2005	Mujeres	35-39	11	28	Bajo Aragón
2005	Mujeres	40-44	9	28	Bajo Aragón
2005	Mujeres	45-49	5	28	Bajo Aragón
2005	Mujeres	50-54	1	28	Bajo Aragón
2005	Mujeres	55-59	4	28	Bajo Aragón
2005	Mujeres	60-64	2	28	Bajo Aragón
2005	Mujeres	16-19	3	29	Comunidad de Teruel
2005	Mujeres	20-24	9	29	Comunidad de Teruel
2005	Mujeres	25-29	19	29	Comunidad de Teruel
2005	Mujeres	30-34	17	29	Comunidad de Teruel
2005	Mujeres	35-39	18	29	Comunidad de Teruel
2005	Mujeres	40-44	17	29	Comunidad de Teruel
2005	Mujeres	45-49	15	29	Comunidad de Teruel
2005	Mujeres	50-54	13	29	Comunidad de Teruel
2005	Mujeres	55-59	8	29	Comunidad de Teruel
2005	Mujeres	60-64	8	29	Comunidad de Teruel
2005	Mujeres	20-24	2	30	Maestrazgo
2005	Mujeres	25-29	1	30	Maestrazgo
2005	Mujeres	40-44	2	30	Maestrazgo
2005	Mujeres	45-49	1	30	Maestrazgo
2005	Mujeres	25-29	1	31	Sierra de Albarracín
2005	Mujeres	35-39	1	31	Sierra de Albarracín
2005	Mujeres	55-59	2	31	Sierra de Albarracín
2005	Mujeres	20-24	3	32	Gúdar-Javalambre
2005	Mujeres	25-29	3	32	Gúdar-Javalambre
2005	Mujeres	30-34	1	32	Gúdar-Javalambre
2005	Mujeres	45-49	1	32	Gúdar-Javalambre
2005	Mujeres	60-64	1	32	Gúdar-Javalambre
2005	Mujeres	16-19	1	33	Matarraña / Matarranya
2005	Mujeres	25-29	3	33	Matarraña / Matarranya
2005	Mujeres	30-34	2	33	Matarraña / Matarranya
2005	Mujeres	35-39	1	33	Matarraña / Matarranya
2005	Mujeres	40-44	1	33	Matarraña / Matarranya
2005	Mujeres	50-54	1	33	Matarraña / Matarranya
2005	Mujeres	55-59	2	33	Matarraña / Matarranya
2005	Mujeres	16-19	1	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	20-24	4	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	25-29	4	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	30-34	3	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	35-39	4	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	40-44	2	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	45-49	3	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	50-54	2	NC	Municipio del centro de trabajo fuera de Aragón
2005	Mujeres	55-59	1	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	16-19	8	01	La Jacetania
2004	Hombres	20-24	28	01	La Jacetania
2004	Hombres	25-29	32	01	La Jacetania
2004	Hombres	30-34	34	01	La Jacetania
2004	Hombres	35-39	38	01	La Jacetania
2004	Hombres	40-44	25	01	La Jacetania
2004	Hombres	45-49	26	01	La Jacetania
2004	Hombres	50-54	18	01	La Jacetania
2004	Hombres	55-59	10	01	La Jacetania
2004	Hombres	60-64	9	01	La Jacetania
2004	Hombres	16-19	9	02	Alto Gállego
2004	Hombres	20-24	12	02	Alto Gállego
2004	Hombres	25-29	34	02	Alto Gállego
2004	Hombres	30-34	22	02	Alto Gállego
2004	Hombres	35-39	28	02	Alto Gállego
2004	Hombres	40-44	11	02	Alto Gállego
2004	Hombres	45-49	23	02	Alto Gállego
2004	Hombres	50-54	7	02	Alto Gállego
2004	Hombres	55-59	10	02	Alto Gállego
2004	Hombres	60-64	4	02	Alto Gállego
2004	Hombres	16-19	2	03	Sobrarbe
2004	Hombres	20-24	5	03	Sobrarbe
2004	Hombres	25-29	8	03	Sobrarbe
2004	Hombres	30-34	8	03	Sobrarbe
2004	Hombres	35-39	7	03	Sobrarbe
2004	Hombres	40-44	2	03	Sobrarbe
2004	Hombres	45-49	2	03	Sobrarbe
2004	Hombres	50-54	2	03	Sobrarbe
2004	Hombres	55-59	1	03	Sobrarbe
2004	Hombres	16-19	4	04	La Ribagorza
2004	Hombres	20-24	5	04	La Ribagorza
2004	Hombres	25-29	29	04	La Ribagorza
2004	Hombres	30-34	18	04	La Ribagorza
2004	Hombres	35-39	20	04	La Ribagorza
2004	Hombres	40-44	18	04	La Ribagorza
2004	Hombres	45-49	9	04	La Ribagorza
2004	Hombres	50-54	12	04	La Ribagorza
2004	Hombres	55-59	6	04	La Ribagorza
2004	Hombres	60-64	3	04	La Ribagorza
2004	Hombres	16-19	29	05	Cinco Villas
2004	Hombres	20-24	70	05	Cinco Villas
2004	Hombres	25-29	65	05	Cinco Villas
2004	Hombres	30-34	72	05	Cinco Villas
2004	Hombres	35-39	59	05	Cinco Villas
2004	Hombres	40-44	72	05	Cinco Villas
2004	Hombres	45-49	42	05	Cinco Villas
2004	Hombres	50-54	32	05	Cinco Villas
2004	Hombres	55-59	19	05	Cinco Villas
2004	Hombres	60-64	7	05	Cinco Villas
2004	Hombres	16-19	56	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	20-24	121	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	25-29	162	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	30-34	110	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	35-39	115	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	40-44	84	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	45-49	71	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	50-54	53	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	55-59	49	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	60-64	23	06	Hoya de Huesca / Plana de Uesca
2004	Hombres	16-19	21	07	Somontano de Barbastro
2004	Hombres	20-24	47	07	Somontano de Barbastro
2004	Hombres	25-29	57	07	Somontano de Barbastro
2004	Hombres	30-34	45	07	Somontano de Barbastro
2004	Hombres	35-39	35	07	Somontano de Barbastro
2004	Hombres	40-44	36	07	Somontano de Barbastro
2004	Hombres	45-49	25	07	Somontano de Barbastro
2004	Hombres	50-54	15	07	Somontano de Barbastro
2004	Hombres	55-59	20	07	Somontano de Barbastro
2004	Hombres	60-64	2	07	Somontano de Barbastro
2004	Hombres	16-19	5	08	Cinca Medio
2004	Hombres	20-24	29	08	Cinca Medio
2004	Hombres	25-29	41	08	Cinca Medio
2004	Hombres	30-34	42	08	Cinca Medio
2004	Hombres	35-39	57	08	Cinca Medio
2004	Hombres	40-44	36	08	Cinca Medio
2004	Hombres	45-49	34	08	Cinca Medio
2004	Hombres	50-54	23	08	Cinca Medio
2004	Hombres	55-59	29	08	Cinca Medio
2004	Hombres	60-64	10	08	Cinca Medio
2004	Hombres	16-19	8	09	La Litera / La Llitera
2004	Hombres	20-24	34	09	La Litera / La Llitera
2004	Hombres	25-29	47	09	La Litera / La Llitera
2004	Hombres	30-34	41	09	La Litera / La Llitera
2004	Hombres	35-39	37	09	La Litera / La Llitera
2004	Hombres	40-44	26	09	La Litera / La Llitera
2004	Hombres	45-49	24	09	La Litera / La Llitera
2004	Hombres	50-54	23	09	La Litera / La Llitera
2004	Hombres	55-59	16	09	La Litera / La Llitera
2004	Hombres	60-64	14	09	La Litera / La Llitera
2004	Hombres	16-19	12	10	Los Monegros
2004	Hombres	20-24	20	10	Los Monegros
2004	Hombres	25-29	20	10	Los Monegros
2004	Hombres	30-34	28	10	Los Monegros
2004	Hombres	35-39	18	10	Los Monegros
2004	Hombres	40-44	15	10	Los Monegros
2004	Hombres	45-49	14	10	Los Monegros
2004	Hombres	50-54	10	10	Los Monegros
2004	Hombres	55-59	11	10	Los Monegros
2004	Hombres	60-64	6	10	Los Monegros
2004	Hombres	16-19	15	11	Bajo Cinca / Baix Cinca
2004	Hombres	20-24	30	11	Bajo Cinca / Baix Cinca
2004	Hombres	25-29	41	11	Bajo Cinca / Baix Cinca
2004	Hombres	30-34	37	11	Bajo Cinca / Baix Cinca
2004	Hombres	35-39	42	11	Bajo Cinca / Baix Cinca
2004	Hombres	40-44	35	11	Bajo Cinca / Baix Cinca
2004	Hombres	45-49	25	11	Bajo Cinca / Baix Cinca
2004	Hombres	50-54	16	11	Bajo Cinca / Baix Cinca
2004	Hombres	55-59	13	11	Bajo Cinca / Baix Cinca
2004	Hombres	60-64	10	11	Bajo Cinca / Baix Cinca
2004	Hombres	16-19	13	12	Tarazona y el Moncayo
2004	Hombres	20-24	28	12	Tarazona y el Moncayo
2004	Hombres	25-29	23	12	Tarazona y el Moncayo
2004	Hombres	30-34	38	12	Tarazona y el Moncayo
2004	Hombres	35-39	18	12	Tarazona y el Moncayo
2004	Hombres	40-44	22	12	Tarazona y el Moncayo
2004	Hombres	45-49	14	12	Tarazona y el Moncayo
2004	Hombres	50-54	14	12	Tarazona y el Moncayo
2004	Hombres	55-59	14	12	Tarazona y el Moncayo
2004	Hombres	60-64	5	12	Tarazona y el Moncayo
2004	Hombres	16-19	23	13	Campo de Borja
2004	Hombres	20-24	34	13	Campo de Borja
2004	Hombres	25-29	38	13	Campo de Borja
2004	Hombres	30-34	35	13	Campo de Borja
2004	Hombres	35-39	38	13	Campo de Borja
2004	Hombres	40-44	16	13	Campo de Borja
2004	Hombres	45-49	20	13	Campo de Borja
2004	Hombres	50-54	15	13	Campo de Borja
2004	Hombres	55-59	12	13	Campo de Borja
2004	Hombres	60-64	5	13	Campo de Borja
2004	Hombres	16-19	7	14	Aranda
2004	Hombres	20-24	8	14	Aranda
2004	Hombres	25-29	11	14	Aranda
2004	Hombres	30-34	14	14	Aranda
2004	Hombres	35-39	10	14	Aranda
2004	Hombres	40-44	5	14	Aranda
2004	Hombres	45-49	4	14	Aranda
2004	Hombres	50-54	5	14	Aranda
2004	Hombres	55-59	4	14	Aranda
2004	Hombres	60-64	1	14	Aranda
2004	Hombres	16-19	24	15	Ribera Alta del Ebro
2004	Hombres	20-24	101	15	Ribera Alta del Ebro
2004	Hombres	25-29	132	15	Ribera Alta del Ebro
2004	Hombres	30-34	125	15	Ribera Alta del Ebro
2004	Hombres	35-39	98	15	Ribera Alta del Ebro
2004	Hombres	40-44	79	15	Ribera Alta del Ebro
2004	Hombres	45-49	44	15	Ribera Alta del Ebro
2004	Hombres	50-54	43	15	Ribera Alta del Ebro
2004	Hombres	55-59	25	15	Ribera Alta del Ebro
2004	Hombres	60-64	12	15	Ribera Alta del Ebro
2004	Hombres	Más de 64	2	15	Ribera Alta del Ebro
2004	Hombres	16-19	28	16	Valdejalón
2004	Hombres	20-24	87	16	Valdejalón
2004	Hombres	25-29	94	16	Valdejalón
2004	Hombres	30-34	70	16	Valdejalón
2004	Hombres	35-39	76	16	Valdejalón
2004	Hombres	40-44	45	16	Valdejalón
2004	Hombres	45-49	28	16	Valdejalón
2004	Hombres	50-54	36	16	Valdejalón
2004	Hombres	55-59	22	16	Valdejalón
2004	Hombres	60-64	9	16	Valdejalón
2004	Hombres	16-19	393	17	D.C. Zaragoza
2004	Hombres	20-24	1250	17	D.C. Zaragoza
2004	Hombres	25-29	1674	17	D.C. Zaragoza
2004	Hombres	30-34	1547	17	D.C. Zaragoza
2004	Hombres	35-39	1198	17	D.C. Zaragoza
2004	Hombres	40-44	989	17	D.C. Zaragoza
2004	Hombres	45-49	716	17	D.C. Zaragoza
2004	Hombres	50-54	623	17	D.C. Zaragoza
2004	Hombres	55-59	554	17	D.C. Zaragoza
2004	Hombres	60-64	209	17	D.C. Zaragoza
2004	Hombres	Más de 64	4	17	D.C. Zaragoza
2004	Hombres	Sin clasificar	1	17	D.C. Zaragoza
2004	Hombres	16-19	6	18	Ribera Baja del Ebro
2004	Hombres	20-24	13	18	Ribera Baja del Ebro
2004	Hombres	25-29	15	18	Ribera Baja del Ebro
2004	Hombres	30-34	14	18	Ribera Baja del Ebro
2004	Hombres	35-39	16	18	Ribera Baja del Ebro
2004	Hombres	40-44	14	18	Ribera Baja del Ebro
2004	Hombres	45-49	5	18	Ribera Baja del Ebro
2004	Hombres	50-54	5	18	Ribera Baja del Ebro
2004	Hombres	55-59	2	18	Ribera Baja del Ebro
2004	Hombres	60-64	2	18	Ribera Baja del Ebro
2004	Hombres	16-19	11	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	20-24	21	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	25-29	30	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	30-34	19	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	35-39	22	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	40-44	18	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	45-49	14	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	50-54	7	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	55-59	17	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	60-64	10	19	Bajo Aragón-Caspe / Baix Aragó-Casp
2004	Hombres	16-19	11	20	Comunidad de Calatayud
2004	Hombres	20-24	45	20	Comunidad de Calatayud
2004	Hombres	25-29	66	20	Comunidad de Calatayud
2004	Hombres	30-34	60	20	Comunidad de Calatayud
2004	Hombres	35-39	65	20	Comunidad de Calatayud
2004	Hombres	40-44	51	20	Comunidad de Calatayud
2004	Hombres	45-49	33	20	Comunidad de Calatayud
2004	Hombres	50-54	29	20	Comunidad de Calatayud
2004	Hombres	55-59	13	20	Comunidad de Calatayud
2004	Hombres	60-64	10	20	Comunidad de Calatayud
2004	Hombres	Más de 64	1	20	Comunidad de Calatayud
2004	Hombres	16-19	5	21	Campo de Cariñena
2004	Hombres	20-24	19	21	Campo de Cariñena
2004	Hombres	25-29	29	21	Campo de Cariñena
2004	Hombres	30-34	31	21	Campo de Cariñena
2004	Hombres	35-39	21	21	Campo de Cariñena
2004	Hombres	40-44	18	21	Campo de Cariñena
2004	Hombres	45-49	14	21	Campo de Cariñena
2004	Hombres	50-54	8	21	Campo de Cariñena
2004	Hombres	55-59	8	21	Campo de Cariñena
2004	Hombres	60-64	4	21	Campo de Cariñena
2004	Hombres	16-19	1	22	Campo de Belchite
2004	Hombres	20-24	2	22	Campo de Belchite
2004	Hombres	25-29	5	22	Campo de Belchite
2004	Hombres	30-34	1	22	Campo de Belchite
2004	Hombres	40-44	2	22	Campo de Belchite
2004	Hombres	45-49	4	22	Campo de Belchite
2004	Hombres	50-54	2	22	Campo de Belchite
2004	Hombres	55-59	1	22	Campo de Belchite
2004	Hombres	60-64	1	22	Campo de Belchite
2004	Hombres	16-19	1	23	Bajo Martín
2004	Hombres	20-24	9	23	Bajo Martín
2004	Hombres	25-29	12	23	Bajo Martín
2004	Hombres	30-34	15	23	Bajo Martín
2004	Hombres	35-39	15	23	Bajo Martín
2004	Hombres	40-44	15	23	Bajo Martín
2004	Hombres	45-49	17	23	Bajo Martín
2004	Hombres	50-54	5	23	Bajo Martín
2004	Hombres	55-59	7	23	Bajo Martín
2004	Hombres	16-19	1	24	Campo de Daroca
2004	Hombres	20-24	8	24	Campo de Daroca
2004	Hombres	25-29	4	24	Campo de Daroca
2004	Hombres	30-34	7	24	Campo de Daroca
2004	Hombres	35-39	12	24	Campo de Daroca
2004	Hombres	40-44	3	24	Campo de Daroca
2004	Hombres	45-49	1	24	Campo de Daroca
2004	Hombres	50-54	2	24	Campo de Daroca
2004	Hombres	55-59	1	24	Campo de Daroca
2004	Hombres	60-64	2	24	Campo de Daroca
2004	Hombres	16-19	6	25	Jiloca
2004	Hombres	20-24	21	25	Jiloca
2004	Hombres	25-29	23	25	Jiloca
2004	Hombres	30-34	21	25	Jiloca
2004	Hombres	35-39	31	25	Jiloca
2004	Hombres	40-44	19	25	Jiloca
2004	Hombres	45-49	13	25	Jiloca
2004	Hombres	50-54	13	25	Jiloca
2004	Hombres	55-59	4	25	Jiloca
2004	Hombres	60-64	3	25	Jiloca
2004	Hombres	16-19	1	26	Cuencas Mineras
2004	Hombres	20-24	18	26	Cuencas Mineras
2004	Hombres	25-29	23	26	Cuencas Mineras
2004	Hombres	30-34	29	26	Cuencas Mineras
2004	Hombres	35-39	12	26	Cuencas Mineras
2004	Hombres	40-44	15	26	Cuencas Mineras
2004	Hombres	45-49	9	26	Cuencas Mineras
2004	Hombres	50-54	4	26	Cuencas Mineras
2004	Hombres	55-59	2	26	Cuencas Mineras
2004	Hombres	16-19	3	27	Andorra-Sierra de Arcos
2004	Hombres	20-24	14	27	Andorra-Sierra de Arcos
2004	Hombres	25-29	25	27	Andorra-Sierra de Arcos
2004	Hombres	30-34	26	27	Andorra-Sierra de Arcos
2004	Hombres	35-39	52	27	Andorra-Sierra de Arcos
2004	Hombres	40-44	50	27	Andorra-Sierra de Arcos
2004	Hombres	45-49	20	27	Andorra-Sierra de Arcos
2004	Hombres	50-54	13	27	Andorra-Sierra de Arcos
2004	Hombres	55-59	5	27	Andorra-Sierra de Arcos
2004	Hombres	60-64	1	27	Andorra-Sierra de Arcos
2004	Hombres	16-19	22	28	Bajo Aragón
2004	Hombres	20-24	39	28	Bajo Aragón
2004	Hombres	25-29	43	28	Bajo Aragón
2004	Hombres	30-34	39	28	Bajo Aragón
2004	Hombres	35-39	44	28	Bajo Aragón
2004	Hombres	40-44	33	28	Bajo Aragón
2004	Hombres	45-49	28	28	Bajo Aragón
2004	Hombres	50-54	18	28	Bajo Aragón
2004	Hombres	55-59	16	28	Bajo Aragón
2004	Hombres	60-64	5	28	Bajo Aragón
2004	Hombres	16-19	30	29	Comunidad de Teruel
2004	Hombres	20-24	58	29	Comunidad de Teruel
2004	Hombres	25-29	75	29	Comunidad de Teruel
2004	Hombres	30-34	59	29	Comunidad de Teruel
2004	Hombres	35-39	65	29	Comunidad de Teruel
2004	Hombres	40-44	54	29	Comunidad de Teruel
2004	Hombres	45-49	33	29	Comunidad de Teruel
2004	Hombres	50-54	37	29	Comunidad de Teruel
2004	Hombres	55-59	25	29	Comunidad de Teruel
2004	Hombres	60-64	7	29	Comunidad de Teruel
2004	Hombres	Más de 64	1	29	Comunidad de Teruel
2004	Hombres	16-19	1	30	Maestrazgo
2004	Hombres	20-24	4	30	Maestrazgo
2004	Hombres	25-29	3	30	Maestrazgo
2004	Hombres	30-34	3	30	Maestrazgo
2004	Hombres	35-39	1	30	Maestrazgo
2004	Hombres	40-44	4	30	Maestrazgo
2004	Hombres	45-49	1	30	Maestrazgo
2004	Hombres	50-54	1	30	Maestrazgo
2004	Hombres	55-59	1	30	Maestrazgo
2004	Hombres	16-19	2	31	Sierra de Albarracín
2004	Hombres	20-24	3	31	Sierra de Albarracín
2004	Hombres	25-29	7	31	Sierra de Albarracín
2004	Hombres	30-34	3	31	Sierra de Albarracín
2004	Hombres	35-39	2	31	Sierra de Albarracín
2004	Hombres	40-44	4	31	Sierra de Albarracín
2004	Hombres	45-49	4	31	Sierra de Albarracín
2004	Hombres	55-59	1	31	Sierra de Albarracín
2004	Hombres	60-64	2	31	Sierra de Albarracín
2004	Hombres	16-19	2	32	Gúdar-Javalambre
2004	Hombres	20-24	14	32	Gúdar-Javalambre
2004	Hombres	25-29	13	32	Gúdar-Javalambre
2004	Hombres	30-34	17	32	Gúdar-Javalambre
2004	Hombres	35-39	15	32	Gúdar-Javalambre
2004	Hombres	40-44	14	32	Gúdar-Javalambre
2004	Hombres	45-49	10	32	Gúdar-Javalambre
2004	Hombres	50-54	3	32	Gúdar-Javalambre
2004	Hombres	55-59	3	32	Gúdar-Javalambre
2004	Hombres	60-64	4	32	Gúdar-Javalambre
2004	Hombres	20-24	9	33	Matarraña / Matarranya
2004	Hombres	25-29	7	33	Matarraña / Matarranya
2004	Hombres	30-34	5	33	Matarraña / Matarranya
2004	Hombres	35-39	5	33	Matarraña / Matarranya
2004	Hombres	40-44	7	33	Matarraña / Matarranya
2004	Hombres	45-49	5	33	Matarraña / Matarranya
2004	Hombres	50-54	7	33	Matarraña / Matarranya
2004	Hombres	55-59	2	33	Matarraña / Matarranya
2004	Hombres	16-19	5	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	20-24	48	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	25-29	40	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	30-34	42	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	35-39	29	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	40-44	19	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	45-49	15	NC	Municipio del centro de trabajo fuera de Aragón
2004	Hombres	50-54	16	NC	Municipio del centro de trabajo fuera de Aragón
