Comarca código	Comarca nombre	Sexo	Edad	Nivel estudios (agregado)	Personas residentes viviendas familiares
28	Bajo Aragón	Hombres	20 a 24	Analfabetos	3
28	Bajo Aragón	Hombres	20 a 24	Sin estudios	4
28	Bajo Aragón	Hombres	20 a 24	Primer grado	60
28	Bajo Aragón	Hombres	20 a 24	Segundo grado	746
28	Bajo Aragón	Hombres	20 a 24	Tercer grado	95
28	Bajo Aragón	Hombres	25 a 29	Analfabetos	5
28	Bajo Aragón	Hombres	25 a 29	Sin estudios	9
28	Bajo Aragón	Hombres	25 a 29	Primer grado	93
28	Bajo Aragón	Hombres	25 a 29	Segundo grado	728
28	Bajo Aragón	Hombres	25 a 29	Tercer grado	170
28	Bajo Aragón	Hombres	30 a 34	Analfabetos	4
28	Bajo Aragón	Hombres	30 a 34	Sin estudios	8
28	Bajo Aragón	Hombres	30 a 34	Primer grado	122
28	Bajo Aragón	Hombres	30 a 34	Segundo grado	714
28	Bajo Aragón	Hombres	30 a 34	Tercer grado	132
28	Bajo Aragón	Hombres	35 a 39	Analfabetos	3
28	Bajo Aragón	Hombres	35 a 39	Sin estudios	6
28	Bajo Aragón	Hombres	35 a 39	Primer grado	159
28	Bajo Aragón	Hombres	35 a 39	Segundo grado	777
28	Bajo Aragón	Hombres	35 a 39	Tercer grado	125
28	Bajo Aragón	Hombres	40 a 44	Analfabetos	6
28	Bajo Aragón	Hombres	40 a 44	Sin estudios	6
28	Bajo Aragón	Hombres	40 a 44	Primer grado	158
28	Bajo Aragón	Hombres	40 a 44	Segundo grado	705
28	Bajo Aragón	Hombres	40 a 44	Tercer grado	128
28	Bajo Aragón	Hombres	45 a 49	Analfabetos	4
28	Bajo Aragón	Hombres	45 a 49	Sin estudios	12
28	Bajo Aragón	Hombres	45 a 49	Primer grado	203
28	Bajo Aragón	Hombres	45 a 49	Segundo grado	528
28	Bajo Aragón	Hombres	45 a 49	Tercer grado	121
28	Bajo Aragón	Hombres	50 a 54	Analfabetos	1
28	Bajo Aragón	Hombres	50 a 54	Sin estudios	18
28	Bajo Aragón	Hombres	50 a 54	Primer grado	289
28	Bajo Aragón	Hombres	50 a 54	Segundo grado	400
28	Bajo Aragón	Hombres	50 a 54	Tercer grado	50
28	Bajo Aragón	Hombres	55 a 59	Analfabetos	4
28	Bajo Aragón	Hombres	55 a 59	Sin estudios	29
28	Bajo Aragón	Hombres	55 a 59	Primer grado	254
28	Bajo Aragón	Hombres	55 a 59	Segundo grado	317
28	Bajo Aragón	Hombres	55 a 59	Tercer grado	30
28	Bajo Aragón	Hombres	60 a 64	Analfabetos	5
28	Bajo Aragón	Hombres	60 a 64	Sin estudios	50
28	Bajo Aragón	Hombres	60 a 64	Primer grado	288
28	Bajo Aragón	Hombres	60 a 64	Segundo grado	224
28	Bajo Aragón	Hombres	60 a 64	Tercer grado	18
28	Bajo Aragón	Hombres	65 a 69	Analfabetos	9
28	Bajo Aragón	Hombres	65 a 69	Sin estudios	137
28	Bajo Aragón	Hombres	65 a 69	Primer grado	359
28	Bajo Aragón	Hombres	65 a 69	Segundo grado	219
28	Bajo Aragón	Hombres	65 a 69	Tercer grado	19
28	Bajo Aragón	Hombres	70 a 74	Analfabetos	12
28	Bajo Aragón	Hombres	70 a 74	Sin estudios	198
28	Bajo Aragón	Hombres	70 a 74	Primer grado	372
28	Bajo Aragón	Hombres	70 a 74	Segundo grado	166
28	Bajo Aragón	Hombres	70 a 74	Tercer grado	13
28	Bajo Aragón	Hombres	75 a 79	Analfabetos	9
28	Bajo Aragón	Hombres	75 a 79	Sin estudios	187
28	Bajo Aragón	Hombres	75 a 79	Primer grado	285
28	Bajo Aragón	Hombres	75 a 79	Segundo grado	137
28	Bajo Aragón	Hombres	75 a 79	Tercer grado	8
28	Bajo Aragón	Hombres	80 a 84	Analfabetos	12
28	Bajo Aragón	Hombres	80 a 84	Sin estudios	125
28	Bajo Aragón	Hombres	80 a 84	Primer grado	169
28	Bajo Aragón	Hombres	80 a 84	Segundo grado	62
28	Bajo Aragón	Hombres	80 a 84	Tercer grado	2
28	Bajo Aragón	Hombres	85 a 90	Analfabetos	10
28	Bajo Aragón	Hombres	85 a 90	Sin estudios	67
28	Bajo Aragón	Hombres	85 a 90	Primer grado	69
28	Bajo Aragón	Hombres	85 a 90	Segundo grado	17
28	Bajo Aragón	Hombres	85 a 90	Tercer grado	2
28	Bajo Aragón	Hombres	90 ó más	Analfabetos	4
28	Bajo Aragón	Hombres	90 ó más	Sin estudios	47
28	Bajo Aragón	Hombres	90 ó más	Primer grado	23
28	Bajo Aragón	Hombres	90 ó más	Segundo grado	8
29	Comunidad de Teruel	Mujeres	16 a 19	Analfabetos	2
29	Comunidad de Teruel	Mujeres	16 a 19	Sin estudios	8
29	Comunidad de Teruel	Mujeres	16 a 19	Primer grado	122
29	Comunidad de Teruel	Mujeres	16 a 19	Segundo grado	777
29	Comunidad de Teruel	Mujeres	20 a 24	Analfabetos	7
29	Comunidad de Teruel	Mujeres	20 a 24	Sin estudios	14
29	Comunidad de Teruel	Mujeres	20 a 24	Primer grado	54
29	Comunidad de Teruel	Mujeres	20 a 24	Segundo grado	908
29	Comunidad de Teruel	Mujeres	20 a 24	Tercer grado	279
29	Comunidad de Teruel	Mujeres	25 a 29	Analfabetos	10
29	Comunidad de Teruel	Mujeres	25 a 29	Sin estudios	17
29	Comunidad de Teruel	Mujeres	25 a 29	Primer grado	52
29	Comunidad de Teruel	Mujeres	25 a 29	Segundo grado	762
29	Comunidad de Teruel	Mujeres	25 a 29	Tercer grado	581
29	Comunidad de Teruel	Mujeres	30 a 34	Analfabetos	17
29	Comunidad de Teruel	Mujeres	30 a 34	Sin estudios	32
29	Comunidad de Teruel	Mujeres	30 a 34	Primer grado	85
29	Comunidad de Teruel	Mujeres	30 a 34	Segundo grado	840
29	Comunidad de Teruel	Mujeres	30 a 34	Tercer grado	527
29	Comunidad de Teruel	Mujeres	35 a 39	Analfabetos	12
29	Comunidad de Teruel	Mujeres	35 a 39	Sin estudios	17
29	Comunidad de Teruel	Mujeres	35 a 39	Primer grado	148
29	Comunidad de Teruel	Mujeres	35 a 39	Segundo grado	988
29	Comunidad de Teruel	Mujeres	35 a 39	Tercer grado	503
29	Comunidad de Teruel	Mujeres	40 a 44	Analfabetos	9
29	Comunidad de Teruel	Mujeres	40 a 44	Sin estudios	32
29	Comunidad de Teruel	Mujeres	40 a 44	Primer grado	218
29	Comunidad de Teruel	Mujeres	40 a 44	Segundo grado	934
29	Comunidad de Teruel	Mujeres	40 a 44	Tercer grado	427
29	Comunidad de Teruel	Mujeres	45 a 49	Analfabetos	6
29	Comunidad de Teruel	Mujeres	45 a 49	Sin estudios	52
29	Comunidad de Teruel	Mujeres	45 a 49	Primer grado	291
29	Comunidad de Teruel	Mujeres	45 a 49	Segundo grado	651
29	Comunidad de Teruel	Mujeres	45 a 49	Tercer grado	270
29	Comunidad de Teruel	Mujeres	50 a 54	Analfabetos	11
29	Comunidad de Teruel	Mujeres	50 a 54	Sin estudios	88
29	Comunidad de Teruel	Mujeres	50 a 54	Primer grado	397
29	Comunidad de Teruel	Mujeres	50 a 54	Segundo grado	504
29	Comunidad de Teruel	Mujeres	50 a 54	Tercer grado	131
29	Comunidad de Teruel	Mujeres	55 a 59	Analfabetos	8
29	Comunidad de Teruel	Mujeres	55 a 59	Sin estudios	153
29	Comunidad de Teruel	Mujeres	55 a 59	Primer grado	453
29	Comunidad de Teruel	Mujeres	55 a 59	Segundo grado	368
29	Comunidad de Teruel	Mujeres	55 a 59	Tercer grado	80
29	Comunidad de Teruel	Mujeres	60 a 64	Analfabetos	11
29	Comunidad de Teruel	Mujeres	60 a 64	Sin estudios	216
29	Comunidad de Teruel	Mujeres	60 a 64	Primer grado	467
29	Comunidad de Teruel	Mujeres	60 a 64	Segundo grado	216
29	Comunidad de Teruel	Mujeres	60 a 64	Tercer grado	51
29	Comunidad de Teruel	Mujeres	65 a 69	Analfabetos	30
29	Comunidad de Teruel	Mujeres	65 a 69	Sin estudios	424
29	Comunidad de Teruel	Mujeres	65 a 69	Primer grado	643
29	Comunidad de Teruel	Mujeres	65 a 69	Segundo grado	184
29	Comunidad de Teruel	Mujeres	65 a 69	Tercer grado	52
29	Comunidad de Teruel	Mujeres	70 a 74	Analfabetos	40
29	Comunidad de Teruel	Mujeres	70 a 74	Sin estudios	490
29	Comunidad de Teruel	Mujeres	70 a 74	Primer grado	623
29	Comunidad de Teruel	Mujeres	70 a 74	Segundo grado	107
29	Comunidad de Teruel	Mujeres	70 a 74	Tercer grado	39
29	Comunidad de Teruel	Mujeres	75 a 79	Analfabetos	42
29	Comunidad de Teruel	Mujeres	75 a 79	Sin estudios	466
29	Comunidad de Teruel	Mujeres	75 a 79	Primer grado	500
29	Comunidad de Teruel	Mujeres	75 a 79	Segundo grado	99
29	Comunidad de Teruel	Mujeres	75 a 79	Tercer grado	18
29	Comunidad de Teruel	Mujeres	80 a 84	Analfabetos	52
29	Comunidad de Teruel	Mujeres	80 a 84	Sin estudios	306
29	Comunidad de Teruel	Mujeres	80 a 84	Primer grado	288
29	Comunidad de Teruel	Mujeres	80 a 84	Segundo grado	36
29	Comunidad de Teruel	Mujeres	80 a 84	Tercer grado	12
29	Comunidad de Teruel	Mujeres	85 a 90	Analfabetos	45
29	Comunidad de Teruel	Mujeres	85 a 90	Sin estudios	183
29	Comunidad de Teruel	Mujeres	85 a 90	Primer grado	138
29	Comunidad de Teruel	Mujeres	85 a 90	Segundo grado	13
29	Comunidad de Teruel	Mujeres	85 a 90	Tercer grado	11
29	Comunidad de Teruel	Mujeres	90 ó más	Analfabetos	47
29	Comunidad de Teruel	Mujeres	90 ó más	Sin estudios	97
29	Comunidad de Teruel	Mujeres	90 ó más	Primer grado	71
29	Comunidad de Teruel	Mujeres	90 ó más	Segundo grado	5
29	Comunidad de Teruel	Mujeres	90 ó más	Tercer grado	4
29	Comunidad de Teruel	Hombres	16 a 19	Analfabetos	2
29	Comunidad de Teruel	Hombres	16 a 19	Sin estudios	14
29	Comunidad de Teruel	Hombres	16 a 19	Primer grado	201
29	Comunidad de Teruel	Hombres	16 a 19	Segundo grado	744
29	Comunidad de Teruel	Hombres	20 a 24	Analfabetos	7
29	Comunidad de Teruel	Hombres	20 a 24	Sin estudios	12
29	Comunidad de Teruel	Hombres	20 a 24	Primer grado	85
29	Comunidad de Teruel	Hombres	20 a 24	Segundo grado	1148
29	Comunidad de Teruel	Hombres	20 a 24	Tercer grado	143
29	Comunidad de Teruel	Hombres	25 a 29	Analfabetos	11
29	Comunidad de Teruel	Hombres	25 a 29	Sin estudios	18
29	Comunidad de Teruel	Hombres	25 a 29	Primer grado	101
29	Comunidad de Teruel	Hombres	25 a 29	Segundo grado	958
29	Comunidad de Teruel	Hombres	25 a 29	Tercer grado	316
29	Comunidad de Teruel	Hombres	30 a 34	Analfabetos	10
29	Comunidad de Teruel	Hombres	30 a 34	Sin estudios	20
29	Comunidad de Teruel	Hombres	30 a 34	Primer grado	132
29	Comunidad de Teruel	Hombres	30 a 34	Segundo grado	1027
29	Comunidad de Teruel	Hombres	30 a 34	Tercer grado	317
29	Comunidad de Teruel	Hombres	35 a 39	Analfabetos	10
29	Comunidad de Teruel	Hombres	35 a 39	Sin estudios	37
29	Comunidad de Teruel	Hombres	35 a 39	Primer grado	179
29	Comunidad de Teruel	Hombres	35 a 39	Segundo grado	1103
29	Comunidad de Teruel	Hombres	35 a 39	Tercer grado	341
29	Comunidad de Teruel	Hombres	40 a 44	Analfabetos	14
29	Comunidad de Teruel	Hombres	40 a 44	Sin estudios	44
29	Comunidad de Teruel	Hombres	40 a 44	Primer grado	224
29	Comunidad de Teruel	Hombres	40 a 44	Segundo grado	1045
29	Comunidad de Teruel	Hombres	40 a 44	Tercer grado	373
29	Comunidad de Teruel	Hombres	45 a 49	Analfabetos	13
29	Comunidad de Teruel	Hombres	45 a 49	Sin estudios	47
29	Comunidad de Teruel	Hombres	45 a 49	Primer grado	332
29	Comunidad de Teruel	Hombres	45 a 49	Segundo grado	724
29	Comunidad de Teruel	Hombres	45 a 49	Tercer grado	295
29	Comunidad de Teruel	Hombres	50 a 54	Analfabetos	12
29	Comunidad de Teruel	Hombres	50 a 54	Sin estudios	80
29	Comunidad de Teruel	Hombres	50 a 54	Primer grado	376
29	Comunidad de Teruel	Hombres	50 a 54	Segundo grado	536
29	Comunidad de Teruel	Hombres	50 a 54	Tercer grado	166
29	Comunidad de Teruel	Hombres	55 a 59	Analfabetos	3
29	Comunidad de Teruel	Hombres	55 a 59	Sin estudios	118
29	Comunidad de Teruel	Hombres	55 a 59	Primer grado	435
29	Comunidad de Teruel	Hombres	55 a 59	Segundo grado	401
29	Comunidad de Teruel	Hombres	55 a 59	Tercer grado	128
29	Comunidad de Teruel	Hombres	60 a 64	Analfabetos	3
29	Comunidad de Teruel	Hombres	60 a 64	Sin estudios	151
29	Comunidad de Teruel	Hombres	60 a 64	Primer grado	363
29	Comunidad de Teruel	Hombres	60 a 64	Segundo grado	246
29	Comunidad de Teruel	Hombres	60 a 64	Tercer grado	55
29	Comunidad de Teruel	Hombres	65 a 69	Analfabetos	9
29	Comunidad de Teruel	Hombres	65 a 69	Sin estudios	342
29	Comunidad de Teruel	Hombres	65 a 69	Primer grado	571
29	Comunidad de Teruel	Hombres	65 a 69	Segundo grado	244
29	Comunidad de Teruel	Hombres	65 a 69	Tercer grado	63
29	Comunidad de Teruel	Hombres	70 a 74	Analfabetos	23
29	Comunidad de Teruel	Hombres	70 a 74	Sin estudios	426
29	Comunidad de Teruel	Hombres	70 a 74	Primer grado	516
29	Comunidad de Teruel	Hombres	70 a 74	Segundo grado	143
29	Comunidad de Teruel	Hombres	70 a 74	Tercer grado	52
29	Comunidad de Teruel	Hombres	75 a 79	Analfabetos	14
29	Comunidad de Teruel	Hombres	75 a 79	Sin estudios	388
29	Comunidad de Teruel	Hombres	75 a 79	Primer grado	401
29	Comunidad de Teruel	Hombres	75 a 79	Segundo grado	110
29	Comunidad de Teruel	Hombres	75 a 79	Tercer grado	19
29	Comunidad de Teruel	Hombres	80 a 84	Analfabetos	8
29	Comunidad de Teruel	Hombres	80 a 84	Sin estudios	221
29	Comunidad de Teruel	Hombres	80 a 84	Primer grado	212
29	Comunidad de Teruel	Hombres	80 a 84	Segundo grado	51
29	Comunidad de Teruel	Hombres	80 a 84	Tercer grado	19
29	Comunidad de Teruel	Hombres	85 a 90	Analfabetos	6
29	Comunidad de Teruel	Hombres	85 a 90	Sin estudios	101
29	Comunidad de Teruel	Hombres	85 a 90	Primer grado	88
29	Comunidad de Teruel	Hombres	85 a 90	Segundo grado	25
29	Comunidad de Teruel	Hombres	85 a 90	Tercer grado	7
29	Comunidad de Teruel	Hombres	90 ó más	Analfabetos	6
29	Comunidad de Teruel	Hombres	90 ó más	Sin estudios	62
29	Comunidad de Teruel	Hombres	90 ó más	Primer grado	27
29	Comunidad de Teruel	Hombres	90 ó más	Segundo grado	11
29	Comunidad de Teruel	Hombres	90 ó más	Tercer grado	2
30	Maestrazgo	Mujeres	16 a 19	Analfabetos	1
30	Maestrazgo	Mujeres	16 a 19	Sin estudios	1
30	Maestrazgo	Mujeres	16 a 19	Primer grado	4
30	Maestrazgo	Mujeres	16 a 19	Segundo grado	47
30	Maestrazgo	Mujeres	20 a 24	Analfabetos	1
30	Maestrazgo	Mujeres	20 a 24	Primer grado	2
30	Maestrazgo	Mujeres	20 a 24	Segundo grado	69
30	Maestrazgo	Mujeres	20 a 24	Tercer grado	14
30	Maestrazgo	Mujeres	25 a 29	Analfabetos	1
30	Maestrazgo	Mujeres	25 a 29	Sin estudios	1
30	Maestrazgo	Mujeres	25 a 29	Primer grado	4
30	Maestrazgo	Mujeres	25 a 29	Segundo grado	60
30	Maestrazgo	Mujeres	25 a 29	Tercer grado	24
30	Maestrazgo	Mujeres	30 a 34	Analfabetos	3
30	Maestrazgo	Mujeres	30 a 34	Sin estudios	4
30	Maestrazgo	Mujeres	30 a 34	Primer grado	7
30	Maestrazgo	Mujeres	30 a 34	Segundo grado	66
30	Maestrazgo	Mujeres	30 a 34	Tercer grado	19
30	Maestrazgo	Mujeres	35 a 39	Analfabetos	2
30	Maestrazgo	Mujeres	35 a 39	Sin estudios	6
30	Maestrazgo	Mujeres	35 a 39	Primer grado	12
30	Maestrazgo	Mujeres	35 a 39	Segundo grado	77
30	Maestrazgo	Mujeres	35 a 39	Tercer grado	12
30	Maestrazgo	Mujeres	40 a 44	Analfabetos	2
30	Maestrazgo	Mujeres	40 a 44	Sin estudios	5
30	Maestrazgo	Mujeres	40 a 44	Primer grado	24
30	Maestrazgo	Mujeres	40 a 44	Segundo grado	64
30	Maestrazgo	Mujeres	40 a 44	Tercer grado	10
30	Maestrazgo	Mujeres	45 a 49	Sin estudios	9
30	Maestrazgo	Mujeres	45 a 49	Primer grado	24
30	Maestrazgo	Mujeres	45 a 49	Segundo grado	48
30	Maestrazgo	Mujeres	45 a 49	Tercer grado	10
30	Maestrazgo	Mujeres	50 a 54	Analfabetos	1
30	Maestrazgo	Mujeres	50 a 54	Sin estudios	8
30	Maestrazgo	Mujeres	50 a 54	Primer grado	48
30	Maestrazgo	Mujeres	50 a 54	Segundo grado	33
30	Maestrazgo	Mujeres	50 a 54	Tercer grado	1
30	Maestrazgo	Mujeres	55 a 59	Sin estudios	10
30	Maestrazgo	Mujeres	55 a 59	Primer grado	46
30	Maestrazgo	Mujeres	55 a 59	Segundo grado	20
30	Maestrazgo	Mujeres	55 a 59	Tercer grado	1
30	Maestrazgo	Mujeres	60 a 64	Sin estudios	25
30	Maestrazgo	Mujeres	60 a 64	Primer grado	70
30	Maestrazgo	Mujeres	60 a 64	Segundo grado	8
30	Maestrazgo	Mujeres	60 a 64	Tercer grado	3
30	Maestrazgo	Mujeres	65 a 69	Analfabetos	5
30	Maestrazgo	Mujeres	65 a 69	Sin estudios	58
30	Maestrazgo	Mujeres	65 a 69	Primer grado	84
30	Maestrazgo	Mujeres	65 a 69	Segundo grado	13
30	Maestrazgo	Mujeres	70 a 74	Analfabetos	4
30	Maestrazgo	Mujeres	70 a 74	Sin estudios	71
30	Maestrazgo	Mujeres	70 a 74	Primer grado	77
30	Maestrazgo	Mujeres	70 a 74	Segundo grado	6
30	Maestrazgo	Mujeres	75 a 79	Analfabetos	4
30	Maestrazgo	Mujeres	75 a 79	Sin estudios	70
30	Maestrazgo	Mujeres	75 a 79	Primer grado	64
30	Maestrazgo	Mujeres	75 a 79	Segundo grado	3
30	Maestrazgo	Mujeres	80 a 84	Analfabetos	2
30	Maestrazgo	Mujeres	80 a 84	Sin estudios	33
30	Maestrazgo	Mujeres	80 a 84	Primer grado	36
30	Maestrazgo	Mujeres	80 a 84	Segundo grado	2
30	Maestrazgo	Mujeres	80 a 84	Tercer grado	1
30	Maestrazgo	Mujeres	85 a 90	Analfabetos	4
30	Maestrazgo	Mujeres	85 a 90	Sin estudios	37
30	Maestrazgo	Mujeres	85 a 90	Primer grado	20
30	Maestrazgo	Mujeres	85 a 90	Segundo grado	1
30	Maestrazgo	Mujeres	90 ó más	Analfabetos	7
30	Maestrazgo	Mujeres	90 ó más	Sin estudios	14
30	Maestrazgo	Mujeres	90 ó más	Primer grado	13
30	Maestrazgo	Mujeres	90 ó más	Segundo grado	1
30	Maestrazgo	Hombres	16 a 19	Sin estudios	1
30	Maestrazgo	Hombres	16 a 19	Primer grado	12
30	Maestrazgo	Hombres	16 a 19	Segundo grado	58
30	Maestrazgo	Hombres	20 a 24	Analfabetos	3
30	Maestrazgo	Hombres	20 a 24	Sin estudios	5
30	Maestrazgo	Hombres	20 a 24	Primer grado	2
30	Maestrazgo	Hombres	20 a 24	Segundo grado	83
30	Maestrazgo	Hombres	20 a 24	Tercer grado	5
30	Maestrazgo	Hombres	25 a 29	Analfabetos	4
30	Maestrazgo	Hombres	25 a 29	Sin estudios	6
30	Maestrazgo	Hombres	25 a 29	Primer grado	3
30	Maestrazgo	Hombres	25 a 29	Segundo grado	99
30	Maestrazgo	Hombres	25 a 29	Tercer grado	15
30	Maestrazgo	Hombres	30 a 34	Analfabetos	3
30	Maestrazgo	Hombres	30 a 34	Sin estudios	4
30	Maestrazgo	Hombres	30 a 34	Primer grado	16
30	Maestrazgo	Hombres	30 a 34	Segundo grado	101
30	Maestrazgo	Hombres	30 a 34	Tercer grado	16
30	Maestrazgo	Hombres	35 a 39	Analfabetos	1
30	Maestrazgo	Hombres	35 a 39	Sin estudios	9
30	Maestrazgo	Hombres	35 a 39	Primer grado	26
30	Maestrazgo	Hombres	35 a 39	Segundo grado	108
30	Maestrazgo	Hombres	35 a 39	Tercer grado	15
30	Maestrazgo	Hombres	40 a 44	Analfabetos	4
30	Maestrazgo	Hombres	40 a 44	Sin estudios	18
30	Maestrazgo	Hombres	40 a 44	Primer grado	30
30	Maestrazgo	Hombres	40 a 44	Segundo grado	75
30	Maestrazgo	Hombres	40 a 44	Tercer grado	10
30	Maestrazgo	Hombres	45 a 49	Analfabetos	1
30	Maestrazgo	Hombres	45 a 49	Sin estudios	8
30	Maestrazgo	Hombres	45 a 49	Primer grado	44
30	Maestrazgo	Hombres	45 a 49	Segundo grado	56
30	Maestrazgo	Hombres	45 a 49	Tercer grado	10
30	Maestrazgo	Hombres	50 a 54	Sin estudios	25
30	Maestrazgo	Hombres	50 a 54	Primer grado	47
30	Maestrazgo	Hombres	50 a 54	Segundo grado	46
30	Maestrazgo	Hombres	50 a 54	Tercer grado	7
30	Maestrazgo	Hombres	55 a 59	Analfabetos	1
30	Maestrazgo	Hombres	55 a 59	Sin estudios	15
30	Maestrazgo	Hombres	55 a 59	Primer grado	61
30	Maestrazgo	Hombres	55 a 59	Segundo grado	23
30	Maestrazgo	Hombres	55 a 59	Tercer grado	4
30	Maestrazgo	Hombres	60 a 64	Sin estudios	29
30	Maestrazgo	Hombres	60 a 64	Primer grado	54
30	Maestrazgo	Hombres	60 a 64	Segundo grado	21
30	Maestrazgo	Hombres	60 a 64	Tercer grado	3
30	Maestrazgo	Hombres	65 a 69	Analfabetos	2
30	Maestrazgo	Hombres	65 a 69	Sin estudios	55
30	Maestrazgo	Hombres	65 a 69	Primer grado	78
30	Maestrazgo	Hombres	65 a 69	Segundo grado	20
30	Maestrazgo	Hombres	65 a 69	Tercer grado	3
30	Maestrazgo	Hombres	70 a 74	Analfabetos	3
30	Maestrazgo	Hombres	70 a 74	Sin estudios	68
30	Maestrazgo	Hombres	70 a 74	Primer grado	73
30	Maestrazgo	Hombres	70 a 74	Segundo grado	9
30	Maestrazgo	Hombres	70 a 74	Tercer grado	2
30	Maestrazgo	Hombres	75 a 79	Analfabetos	5
30	Maestrazgo	Hombres	75 a 79	Sin estudios	74
30	Maestrazgo	Hombres	75 a 79	Primer grado	70
30	Maestrazgo	Hombres	75 a 79	Segundo grado	3
30	Maestrazgo	Hombres	80 a 84	Analfabetos	3
30	Maestrazgo	Hombres	80 a 84	Sin estudios	30
30	Maestrazgo	Hombres	80 a 84	Primer grado	28
30	Maestrazgo	Hombres	80 a 84	Segundo grado	1
30	Maestrazgo	Hombres	85 a 90	Sin estudios	18
30	Maestrazgo	Hombres	85 a 90	Primer grado	9
30	Maestrazgo	Hombres	85 a 90	Segundo grado	3
30	Maestrazgo	Hombres	90 ó más	Sin estudios	4
30	Maestrazgo	Hombres	90 ó más	Primer grado	6
31	Sierra de Albarracín	Mujeres	16 a 19	Primer grado	5
31	Sierra de Albarracín	Mujeres	16 a 19	Segundo grado	59
31	Sierra de Albarracín	Mujeres	20 a 24	Analfabetos	2
31	Sierra de Albarracín	Mujeres	20 a 24	Primer grado	3
31	Sierra de Albarracín	Mujeres	20 a 24	Segundo grado	78
31	Sierra de Albarracín	Mujeres	20 a 24	Tercer grado	16
31	Sierra de Albarracín	Mujeres	25 a 29	Sin estudios	2
31	Sierra de Albarracín	Mujeres	25 a 29	Primer grado	8
31	Sierra de Albarracín	Mujeres	25 a 29	Segundo grado	90
31	Sierra de Albarracín	Mujeres	25 a 29	Tercer grado	39
31	Sierra de Albarracín	Mujeres	30 a 34	Analfabetos	1
31	Sierra de Albarracín	Mujeres	30 a 34	Sin estudios	1
31	Sierra de Albarracín	Mujeres	30 a 34	Primer grado	17
31	Sierra de Albarracín	Mujeres	30 a 34	Segundo grado	94
31	Sierra de Albarracín	Mujeres	30 a 34	Tercer grado	28
31	Sierra de Albarracín	Mujeres	35 a 39	Analfabetos	1
31	Sierra de Albarracín	Mujeres	35 a 39	Sin estudios	1
31	Sierra de Albarracín	Mujeres	35 a 39	Primer grado	16
31	Sierra de Albarracín	Mujeres	35 a 39	Segundo grado	89
31	Sierra de Albarracín	Mujeres	35 a 39	Tercer grado	23
31	Sierra de Albarracín	Mujeres	40 a 44	Sin estudios	2
31	Sierra de Albarracín	Mujeres	40 a 44	Primer grado	38
31	Sierra de Albarracín	Mujeres	40 a 44	Segundo grado	78
31	Sierra de Albarracín	Mujeres	40 a 44	Tercer grado	19
31	Sierra de Albarracín	Mujeres	45 a 49	Sin estudios	7
31	Sierra de Albarracín	Mujeres	45 a 49	Primer grado	39
31	Sierra de Albarracín	Mujeres	45 a 49	Segundo grado	41
31	Sierra de Albarracín	Mujeres	45 a 49	Tercer grado	5
31	Sierra de Albarracín	Mujeres	50 a 54	Analfabetos	1
31	Sierra de Albarracín	Mujeres	50 a 54	Sin estudios	14
31	Sierra de Albarracín	Mujeres	50 a 54	Primer grado	44
31	Sierra de Albarracín	Mujeres	50 a 54	Segundo grado	33
31	Sierra de Albarracín	Mujeres	50 a 54	Tercer grado	3
31	Sierra de Albarracín	Mujeres	55 a 59	Analfabetos	3
31	Sierra de Albarracín	Mujeres	55 a 59	Sin estudios	17
31	Sierra de Albarracín	Mujeres	55 a 59	Primer grado	46
31	Sierra de Albarracín	Mujeres	55 a 59	Segundo grado	42
31	Sierra de Albarracín	Mujeres	55 a 59	Tercer grado	4
31	Sierra de Albarracín	Mujeres	60 a 64	Analfabetos	4
31	Sierra de Albarracín	Mujeres	60 a 64	Sin estudios	36
31	Sierra de Albarracín	Mujeres	60 a 64	Primer grado	71
31	Sierra de Albarracín	Mujeres	60 a 64	Segundo grado	40
31	Sierra de Albarracín	Mujeres	60 a 64	Tercer grado	1
31	Sierra de Albarracín	Mujeres	65 a 69	Analfabetos	9
31	Sierra de Albarracín	Mujeres	65 a 69	Sin estudios	84
31	Sierra de Albarracín	Mujeres	65 a 69	Primer grado	82
31	Sierra de Albarracín	Mujeres	65 a 69	Segundo grado	21
31	Sierra de Albarracín	Mujeres	65 a 69	Tercer grado	2
31	Sierra de Albarracín	Mujeres	70 a 74	Analfabetos	14
31	Sierra de Albarracín	Mujeres	70 a 74	Sin estudios	101
31	Sierra de Albarracín	Mujeres	70 a 74	Primer grado	96
31	Sierra de Albarracín	Mujeres	70 a 74	Segundo grado	22
31	Sierra de Albarracín	Mujeres	70 a 74	Tercer grado	2
31	Sierra de Albarracín	Mujeres	75 a 79	Analfabetos	15
31	Sierra de Albarracín	Mujeres	75 a 79	Sin estudios	103
31	Sierra de Albarracín	Mujeres	75 a 79	Primer grado	68
31	Sierra de Albarracín	Mujeres	75 a 79	Segundo grado	13
31	Sierra de Albarracín	Mujeres	80 a 84	Analfabetos	13
31	Sierra de Albarracín	Mujeres	80 a 84	Sin estudios	58
31	Sierra de Albarracín	Mujeres	80 a 84	Primer grado	32
31	Sierra de Albarracín	Mujeres	80 a 84	Segundo grado	4
31	Sierra de Albarracín	Mujeres	85 a 90	Analfabetos	24
31	Sierra de Albarracín	Mujeres	85 a 90	Sin estudios	36
31	Sierra de Albarracín	Mujeres	85 a 90	Primer grado	23
